,date,supply
911,2015-10-26,14766700.0
912,2015-10-27,14766700.0
913,2015-10-28,14766700.0
914,2015-10-29,14777750.0
915,2015-10-30,14777750.0
916,2015-10-31,14777750.0
917,2015-11-01,14789625.0
918,2015-11-02,14789625.0
919,2015-11-03,14789625.0
920,2015-11-04,14801075.0
921,2015-11-05,14801075.0
922,2015-11-06,14801075.0
923,2015-11-07,14812300.0
924,2015-11-08,14812300.0
925,2015-11-09,14812300.0
926,2015-11-10,14823050.0
927,2015-11-11,14823050.0
928,2015-11-12,14823050.0
929,2015-11-13,14835300.0
930,2015-11-14,14835300.0
