,date,close
0,2013-04-28,376.35
1,2013-04-29,376.35
2,2013-04-30,376.27
3,2013-05-01,377.17
4,2013-05-02,377.47
5,2013-05-03,375.17
6,2013-05-04,375.17
7,2013-05-05,375.17
8,2013-05-06,374.9
9,2013-05-07,374.93
10,2013-05-08,375.43
11,2013-05-09,375.12
12,2013-05-10,373.27
13,2013-05-11,373.27
14,2013-05-12,373.27
15,2013-05-13,372.94
16,2013-05-14,372.33
17,2013-05-15,372.56
18,2013-05-16,374.2
19,2013-05-17,372.58
20,2013-05-18,372.58
21,2013-05-19,372.58
22,2013-05-20,372.5
23,2013-05-21,372.95
24,2013-05-22,371.59
25,2013-05-23,371.65
26,2013-05-24,371.95
27,2013-05-25,371.95
28,2013-05-26,371.95
29,2013-05-27,371.66
30,2013-05-28,369.69
31,2013-05-29,369.52
32,2013-05-30,369.16
33,2013-05-31,368.08
34,2013-06-01,368.08
35,2013-06-02,368.08
36,2013-06-03,368.35
37,2013-06-04,367.69
38,2013-06-05,367.42
39,2013-06-06,367.75
40,2013-06-07,366.18
41,2013-06-08,366.18
42,2013-06-09,366.18
43,2013-06-10,365.29
44,2013-06-11,365.22
45,2013-06-12,364.33
46,2013-06-13,365.17
47,2013-06-14,366.41
48,2013-06-15,366.41
49,2013-06-16,366.41
50,2013-06-17,365.65
51,2013-06-18,365.48
52,2013-06-19,362.93
53,2013-06-20,359.42
54,2013-06-21,357.93
55,2013-06-22,357.93
56,2013-06-23,357.93
57,2013-06-24,356.42
58,2013-06-25,355.4
59,2013-06-26,356.61
60,2013-06-27,357.87
61,2013-06-28,358.8
62,2013-06-29,358.8
63,2013-06-30,358.8
64,2013-07-01,359.17
65,2013-07-02,359.84
66,2013-07-03,359.34
67,2013-07-04,359.13
68,2013-07-05,355.57
69,2013-07-06,355.57
70,2013-07-07,355.57
71,2013-07-08,357.22
72,2013-07-09,357.89
73,2013-07-10,357.37
74,2013-07-11,359.69
75,2013-07-12,359.35
76,2013-07-13,359.35
77,2013-07-14,359.35
78,2013-07-15,360.45
79,2013-07-16,361.21
80,2013-07-17,362.09
81,2013-07-18,361.6
82,2013-07-19,362.82
83,2013-07-20,362.82
84,2013-07-21,362.82
85,2013-07-22,363.42
86,2013-07-23,363.05
87,2013-07-24,361.72
88,2013-07-25,361.3
89,2013-07-26,362.31
90,2013-07-27,362.31
91,2013-07-28,362.31
92,2013-07-29,361.82
93,2013-07-30,361.56
94,2013-07-31,361.79
95,2013-08-01,359.46
