,date,close
0,2013-04-28,1593.609985
1,2013-04-29,1593.609985
2,2013-04-30,1597.569946
3,2013-05-01,1582.699951
4,2013-05-02,1597.589966
5,2013-05-03,1614.420044
6,2013-05-04,1614.420044
7,2013-05-05,1614.420044
8,2013-05-06,1617.5
9,2013-05-07,1625.959961
10,2013-05-08,1632.689941
11,2013-05-09,1626.670044
12,2013-05-10,1633.699951
13,2013-05-11,1633.699951
14,2013-05-12,1633.699951
15,2013-05-13,1633.77002
16,2013-05-14,1650.339966
17,2013-05-15,1658.780029
18,2013-05-16,1650.469971
19,2013-05-17,1667.469971
20,2013-05-18,1667.469971
21,2013-05-19,1667.469971
22,2013-05-20,1666.290039
23,2013-05-21,1669.160034
24,2013-05-22,1655.349976
25,2013-05-23,1650.51001
26,2013-05-24,1649.599976
27,2013-05-25,1649.599976
28,2013-05-26,1649.599976
29,2013-05-27,1649.599976
30,2013-05-28,1660.060059
31,2013-05-29,1648.359985
32,2013-05-30,1654.410034
33,2013-05-31,1630.73999
34,2013-06-01,1630.73999
35,2013-06-02,1630.73999
36,2013-06-03,1640.420044
37,2013-06-04,1631.380005
38,2013-06-05,1608.900024
39,2013-06-06,1622.560059
40,2013-06-07,1643.380005
41,2013-06-08,1643.380005
42,2013-06-09,1643.380005
43,2013-06-10,1642.810059
44,2013-06-11,1626.130005
45,2013-06-12,1612.52002
46,2013-06-13,1636.359985
47,2013-06-14,1626.72998
48,2013-06-15,1626.72998
49,2013-06-16,1626.72998
50,2013-06-17,1639.040039
51,2013-06-18,1651.810059
52,2013-06-19,1628.930054
53,2013-06-20,1588.189941
54,2013-06-21,1592.430054
55,2013-06-22,1592.430054
56,2013-06-23,1592.430054
57,2013-06-24,1573.089966
58,2013-06-25,1588.030029
59,2013-06-26,1603.26001
60,2013-06-27,1613.199951
61,2013-06-28,1606.280029
62,2013-06-29,1606.280029
63,2013-06-30,1606.280029
64,2013-07-01,1614.959961
65,2013-07-02,1614.079956
66,2013-07-03,1615.410034
67,2013-07-04,1615.410034
68,2013-07-05,1631.890015
69,2013-07-06,1631.890015
70,2013-07-07,1631.890015
71,2013-07-08,1640.459961
72,2013-07-09,1652.319946
73,2013-07-10,1652.619995
74,2013-07-11,1675.02002
75,2013-07-12,1680.189941
76,2013-07-13,1680.189941
77,2013-07-14,1680.189941
78,2013-07-15,1682.5
79,2013-07-16,1676.26001
80,2013-07-17,1680.910034
81,2013-07-18,1689.369995
82,2013-07-19,1692.089966
83,2013-07-20,1692.089966
84,2013-07-21,1692.089966
85,2013-07-22,1695.530029
86,2013-07-23,1692.390015
87,2013-07-24,1685.939941
88,2013-07-25,1690.25
89,2013-07-26,1691.6500239999998
90,2013-07-27,1691.6500239999998
91,2013-07-28,1691.6500239999998
92,2013-07-29,1685.3299559999998
93,2013-07-30,1685.959961
94,2013-07-31,1685.72998
95,2013-08-01,1706.869995
96,2013-08-02,1709.6700440000002
97,2013-08-03,1709.6700440000002
98,2013-08-04,1709.6700440000002
99,2013-08-05,1707.140015
100,2013-08-06,1697.369995
101,2013-08-07,1690.910034
102,2013-08-08,1697.47998
103,2013-08-09,1691.4200440000002
104,2013-08-10,1691.4200440000002
105,2013-08-11,1691.4200440000002
106,2013-08-12,1689.469971
107,2013-08-13,1694.160034
108,2013-08-14,1685.390015
109,2013-08-15,1661.319946
110,2013-08-16,1655.829956
111,2013-08-17,1655.829956
112,2013-08-18,1655.829956
113,2013-08-19,1646.060059
114,2013-08-20,1652.349976
115,2013-08-21,1642.800049
116,2013-08-22,1656.959961
117,2013-08-23,1663.5
118,2013-08-24,1663.5
119,2013-08-25,1663.5
120,2013-08-26,1656.780029
121,2013-08-27,1630.47998
122,2013-08-28,1634.959961
123,2013-08-29,1638.170044
124,2013-08-30,1632.969971
125,2013-08-31,1632.969971
126,2013-09-01,1632.969971
127,2013-09-02,1632.969971
128,2013-09-03,1639.77002
129,2013-09-04,1653.079956
130,2013-09-05,1655.079956
131,2013-09-06,1655.170044
132,2013-09-07,1655.170044
133,2013-09-08,1655.170044
134,2013-09-09,1671.709961
135,2013-09-10,1683.9899899999998
136,2013-09-11,1689.130005
137,2013-09-12,1683.4200440000002
138,2013-09-13,1687.9899899999998
139,2013-09-14,1687.9899899999998
140,2013-09-15,1687.9899899999998
141,2013-09-16,1697.5999760000002
142,2013-09-17,1704.7600100000002
143,2013-09-18,1725.52002
144,2013-09-19,1722.339966
145,2013-09-20,1709.910034
146,2013-09-21,1709.910034
147,2013-09-22,1709.910034
148,2013-09-23,1701.839966
149,2013-09-24,1697.4200440000002
150,2013-09-25,1692.77002
151,2013-09-26,1698.6700440000002
152,2013-09-27,1691.75
153,2013-09-28,1691.75
154,2013-09-29,1691.75
155,2013-09-30,1681.550049
156,2013-10-01,1695.0
157,2013-10-02,1693.869995
158,2013-10-03,1678.660034
159,2013-10-04,1690.5
160,2013-10-05,1690.5
161,2013-10-06,1690.5
162,2013-10-07,1676.119995
163,2013-10-08,1655.449951
164,2013-10-09,1656.400024
165,2013-10-10,1692.560059
166,2013-10-11,1703.199951
167,2013-10-12,1703.199951
168,2013-10-13,1703.199951
169,2013-10-14,1710.140015
170,2013-10-15,1698.060059
171,2013-10-16,1721.540039
172,2013-10-17,1733.1500239999998
173,2013-10-18,1744.5
174,2013-10-19,1744.5
175,2013-10-20,1744.5
176,2013-10-21,1744.660034
177,2013-10-22,1754.6700440000002
178,2013-10-23,1746.380005
179,2013-10-24,1752.069946
180,2013-10-25,1759.77002
181,2013-10-26,1759.77002
182,2013-10-27,1759.77002
183,2013-10-28,1762.109985
184,2013-10-29,1771.949951
185,2013-10-30,1763.310059
186,2013-10-31,1756.540039
187,2013-11-01,1761.640015
