,date,close,open,high,low,day
61,2013-07-23,1483.4,1483.4,1483.4,1483.4,1
62,2013-07-24,1472.0,1472.0,1472.0,1472.0,2
63,2013-07-25,1483.4,1483.4,1483.4,1483.4,3
64,2013-07-26,1471.7,1471.7,1471.7,1471.7,4
65,2013-07-29,1482.2,1482.2,1482.2,1482.2,0
66,2013-07-30,1476.3,1476.3,1476.3,1476.3,1
67,2013-07-31,1468.6,1468.6,1468.6,1468.6,2
68,2013-08-01,1468.5,1468.5,1468.5,1468.5,3
69,2013-08-02,1463.0,1463.0,1463.0,1463.0,4
70,2013-08-05,1456.4,1456.4,1456.4,1456.4,0
71,2013-08-06,1435.4,1435.4,1435.4,1435.4,1
72,2013-08-07,1437.3,1437.3,1437.3,1437.3,2
73,2013-08-08,1462.2,1462.2,1462.2,1462.2,3
74,2013-08-09,1465.4,1465.4,1465.4,1465.4,4
75,2013-08-12,1488.2,1488.2,1488.2,1488.2,0
76,2013-08-13,1480.0,1480.0,1480.0,1480.0,1
77,2013-08-14,1492.0,1492.0,1492.0,1492.0,2
78,2013-08-15,1523.1,1523.1,1523.1,1523.1,3
79,2013-08-16,1539.5,1539.5,1539.5,1539.5,4
80,2013-08-19,1535.3,1535.3,1535.3,1535.3,0
81,2013-08-20,1540.5,1540.5,1540.5,1540.5,1
82,2013-08-21,1540.3,1540.3,1540.3,1540.3,2
83,2013-08-22,1550.3,1550.3,1550.3,1550.3,3
84,2013-08-23,1575.6,1575.6,1575.6,1575.6,4
85,2013-08-26,1570.7,1570.7,1570.7,1570.7,0
86,2013-08-27,1596.0,1596.0,1596.0,1596.0,1
87,2013-08-28,1597.0,1597.0,1597.0,1597.0,2
88,2013-08-29,1590.3,1590.3,1590.3,1590.3,3
89,2013-08-30,1573.0,1573.0,1573.0,1573.0,4
90,2013-09-02,1393.7,1380.4,1398.0,1379.6,0
91,2013-09-03,1592.0,1592.0,1592.0,1592.0,1
92,2013-09-04,1570.3,1570.3,1570.3,1570.3,2
93,2013-09-05,1559.2,1559.2,1559.2,1559.2,3
94,2013-09-06,1571.4,1571.4,1571.4,1571.4,4
95,2013-09-09,1568.5,1568.5,1568.5,1568.5,0
96,2013-09-10,1547.1,1547.1,1547.1,1547.1,1
97,2013-09-11,1546.8,1546.8,1546.8,1546.8,2
98,2013-09-12,1507.8,1507.8,1507.8,1507.8,3
99,2013-09-13,1485.7,1485.7,1485.7,1485.7,4
100,2013-09-16,1490.1,1490.1,1490.1,1490.1,0
101,2013-09-17,1482.3,1482.3,1482.3,1482.3,1
102,2013-09-18,1482.3,1482.3,1482.3,1482.3,2
103,2013-09-19,1541.9,1541.9,1541.9,1541.9,3
104,2013-09-20,1497.7,1497.7,1497.7,1497.7,4
105,2013-09-23,1490.4,1490.4,1490.4,1490.4,0
106,2013-09-24,1473.9,1473.9,1473.9,1473.9,1
107,2013-09-25,1494.4,1494.4,1494.4,1494.4,2
108,2013-09-26,1483.4,1483.4,1483.4,1483.4,3
109,2013-09-27,1497.3,1497.3,1497.3,1497.3,4
110,2013-09-30,1485.4,1485.4,1485.4,1485.4,0
111,2013-10-01,1442.3,1442.3,1442.3,1442.3,1
112,2013-10-02,1477.1,1477.1,1477.1,1477.1,2
113,2013-10-03,1472.0,1472.0,1472.0,1472.0,3
114,2013-10-04,1466.1,1466.1,1466.1,1466.1,4
115,2013-10-07,1480.4,1480.4,1480.4,1480.4,0
116,2013-10-08,1480.4,1480.4,1480.4,1480.4,1
117,2013-10-09,1461.6,1461.6,1461.6,1461.6,2
118,2013-10-10,1451.9,1451.9,1451.9,1451.9,3
119,2013-10-11,1419.9,1419.9,1419.9,1419.9,4
120,2013-10-14,1429.3,1429.3,1429.3,1429.3,0
121,2013-10-15,1425.2,1425.2,1425.2,1425.2,1
122,2013-10-16,1434.0,1434.0,1434.0,1434.0,2
123,2013-10-17,1473.5,1473.5,1473.5,1473.5,3
124,2013-10-18,1464.8,1464.8,1464.8,1464.8,4
125,2013-10-21,1462.9,1462.9,1462.9,1462.9,0
126,2013-10-22,1484.3,1484.3,1484.3,1484.3,1
127,2013-10-23,1469.5,1469.5,1469.5,1469.5,2
128,2013-10-24,1485.9,1485.9,1485.9,1485.9,3
129,2013-10-25,1486.2,1486.2,1486.2,1486.2,4
130,2013-10-28,1485.5,1485.5,1485.5,1485.5,0
131,2013-10-29,1478.5,1478.5,1478.5,1478.5,1
132,2013-10-30,1480.4,1480.4,1480.4,1480.4,2
133,2013-10-31,1453.9,1453.9,1453.9,1453.9,3
134,2013-11-01,1444.7,1444.7,1444.7,1444.7,4
135,2013-11-04,1446.4,1446.4,1446.4,1446.4,0
136,2013-11-05,1442.0,1442.0,1442.0,1442.0,1
137,2013-11-06,1449.5,1449.5,1449.5,1449.5,2
138,2013-11-07,1438.3,1438.3,1438.3,1438.3,3
139,2013-11-08,1419.2,1419.2,1419.2,1419.2,4
140,2013-11-11,1415.2,1415.2,1415.2,1415.2,0
141,2013-11-12,1406.7,1406.7,1406.7,1406.7,1
142,2013-11-13,1401.3,1401.3,1401.3,1401.3,2
143,2013-11-14,1415.9,1415.9,1415.9,1415.9,3
144,2013-11-15,1416.9,1416.9,1416.9,1416.9,4
145,2013-11-18,1400.0,1400.0,1400.0,1400.0,0
146,2013-11-19,1401.1,1401.1,1401.1,1401.1,1
147,2013-11-20,1385.4,1385.4,1385.4,1385.4,2
148,2013-11-21,1369.1,1369.1,1369.1,1369.1,3
149,2013-11-22,1370.3,1370.3,1370.3,1370.3,4
150,2013-11-25,1366.8,1366.8,1366.8,1366.8,0
151,2013-11-26,1366.1,1366.1,1366.1,1366.1,1
152,2013-11-27,1364.2,1364.2,1364.2,1364.2,2
153,2013-11-28,1243.8,1237.9,1245.3,1236.2,3
154,2013-11-29,1377.2,1377.2,1377.2,1377.2,4
155,2013-12-02,1350.6,1350.6,1350.6,1350.6,0
156,2013-12-03,1348.0,1348.0,1348.0,1348.0,1
157,2013-12-04,1376.3,1376.3,1376.3,1376.3,2
158,2013-12-05,1360.8,1360.8,1360.8,1360.8,3
159,2013-12-06,1358.2,1358.2,1358.2,1358.2,4
160,2013-12-09,1362.8,1362.8,1362.8,1362.8,0
161,2013-12-10,1389.7,1389.7,1389.7,1389.7,1
162,2013-12-11,1386.3,1386.3,1386.3,1386.3,2
163,2013-12-12,1355.4,1355.4,1355.4,1355.4,3
164,2013-12-13,1365.7,1365.7,1365.7,1365.7,4
165,2013-12-16,1375.9,1375.9,1375.9,1375.9,0
166,2013-12-17,1357.7,1357.7,1357.7,1357.7,1
167,2013-12-18,1364.5,1364.5,1364.5,1356.4,2
168,2013-12-19,1324.3,1324.3,1324.3,1324.3,3
169,2013-12-20,1336.3,1336.3,1336.3,1336.3,4
170,2013-12-23,1330.6,1330.6,1330.6,1330.6,0
171,2013-12-24,1339.4,1339.4,1339.4,1339.4,1
172,2013-12-26,1348.8,1348.8,1348.8,1348.8,3
173,2013-12-27,1350.4,1350.4,1350.4,1350.4,4
174,2013-12-30,1339.2,1339.2,1339.2,1339.2,0
175,2013-12-31,1367.4,1367.4,1367.4,1367.4,1
176,2014-01-01,1205.4,1203.6,1205.4,1202.8,2
177,2014-01-02,1391.7,1391.7,1391.7,1391.7,3
178,2014-01-03,1405.5,1405.5,1405.5,1405.5,4
179,2014-01-06,1405.0,1405.0,1405.0,1405.0,0
180,2014-01-07,1395.5,1395.5,1395.5,1395.5,1
181,2014-01-08,1392.6,1392.6,1392.6,1392.6,2
182,2014-01-09,1397.9,1397.9,1397.9,1397.9,3
183,2014-01-10,1413.4,1398.9,1398.9,1398.9,4
184,2014-01-13,1416.0,1416.0,1416.0,1416.0,0
185,2014-01-14,1411.8,1411.8,1411.8,1411.8,1
186,2014-01-15,1405.9,1405.9,1405.9,1405.9,2
187,2014-01-16,1405.7,1405.7,1405.7,1405.7,3
188,2014-01-17,1417.1,1417.1,1417.1,1417.1,4
189,2014-01-20,1255.1,1255.7,1257.9,1253.1,0
190,2014-01-21,1405.1,1405.1,1405.1,1405.1,1
191,2014-01-22,1403.6,1403.6,1403.6,1403.6,2
192,2014-01-23,1426.1,1426.1,1426.1,1426.1,3
193,2014-01-24,1426.0,1426.0,1426.0,1426.0,4
194,2014-01-27,1425.1,1425.1,1425.1,1421.0,0
195,2014-01-28,1412.0,1412.0,1412.0,1412.0,1
196,2014-01-29,1422.2,1422.2,1422.2,1422.2,2
197,2014-01-30,1402.8,1402.8,1402.8,1402.8,3
198,2014-01-31,1398.9,1398.9,1398.9,1398.9,4
199,2014-02-03,1417.1,1417.1,1417.1,1417.1,0
200,2014-02-04,1407.3,1407.3,1407.3,1407.3,1
201,2014-02-05,1413.0,1413.0,1413.0,1413.0,2
202,2014-02-06,1413.3,1410.2,1410.2,1410.2,3
203,2014-02-07,1415.7,1415.7,1415.7,1415.7,4
204,2014-02-10,1427.5,1427.5,1427.5,1427.5,0
205,2014-02-11,1443.6,1443.6,1443.6,1443.6,1
206,2014-02-12,1451.1,1451.1,1451.1,1451.1,2
207,2014-02-13,1451.4,1451.4,1451.4,1451.4,3
208,2014-02-14,1470.8,1470.8,1470.8,1470.8,4
209,2014-02-17,1328.5,1323.7,1332.2,1321.1,0
210,2014-02-18,1473.2,1465.4,1465.4,1465.4,1
211,2014-02-19,1467.7,1467.7,1467.7,1467.7,2
212,2014-02-20,1467.8,1467.8,1467.8,1467.8,3
213,2014-02-21,1474.4,1474.4,1474.4,1474.4,4
214,2014-02-24,1491.0,1491.0,1491.0,1491.0,0
215,2014-02-25,1493.8,1493.8,1493.8,1493.8,1
216,2014-02-26,1478.4,1478.4,1478.4,1478.4,2
217,2014-02-27,1481.3,1481.3,1481.3,1481.3,3
218,2014-02-28,1473.0,1473.0,1473.0,1473.0,4
219,2014-03-03,1500.0,1500.0,1500.0,1500.0,0
220,2014-03-04,1488.7,1488.7,1488.7,1488.7,1
221,2014-03-05,1491.1,1491.1,1491.1,1491.1,2
222,2014-03-06,1504.3,1504.3,1504.3,1504.3,3
223,2014-03-07,1494.6,1494.6,1494.6,1494.6,4
224,2014-03-10,1497.2,1497.2,1500.0,1497.2,0
225,2014-03-11,1502.2,1502.2,1502.2,1502.2,1
226,2014-03-12,1525.2,1525.2,1525.2,1525.2,2
227,2014-03-13,1526.0,1526.0,1526.0,1526.0,3
228,2014-03-14,1532.4,1532.4,1532.4,1532.4,4
229,2014-03-17,1525.6,1525.6,1525.6,1525.6,0
230,2014-03-18,1511.6,1511.6,1511.6,1511.6,1
231,2014-03-19,1493.0,1493.0,1493.0,1493.0,2
232,2014-03-20,1488.7,1488.7,1488.7,1488.7,3
233,2014-03-21,1493.5,1493.5,1493.5,1493.5,4
234,2014-03-24,1468.5,1468.5,1468.5,1468.5,0
235,2014-03-25,1466.4,1466.4,1466.4,1466.4,1
236,2014-03-26,1456.1,1456.1,1456.1,1456.1,2
237,2014-03-27,1447.8,1447.8,1447.8,1447.8,3
238,2014-03-28,1445.3,1445.3,1445.3,1445.3,4
239,2014-03-31,1433.8,1433.8,1433.8,1433.8,0
240,2014-04-01,1430.0,1430.0,1430.0,1430.0,1
241,2014-04-02,1442.5,1442.5,1442.5,1442.5,2
242,2014-04-03,1435.1,1435.1,1435.1,1435.1,3
243,2014-04-04,1452.7,1452.7,1452.7,1452.7,4
244,2014-04-07,1442.7,1442.7,1442.7,1442.7,0
245,2014-04-08,1452.3,1452.3,1452.3,1452.3,1
246,2014-04-09,1451.1,1451.1,1451.1,1451.1,2
247,2014-04-10,1461.7,1461.7,1461.7,1461.7,3
248,2014-04-11,1459.7,1459.7,1459.7,1460.0,4
249,2014-04-14,1469.3,1460.0,1460.0,1460.0,0
250,2014-04-15,1442.0,1442.0,1442.0,1442.0,1
251,2014-04-16,1446.0,1446.0,1446.0,1446.0,2
252,2014-04-17,1437.5,1437.5,1437.5,1437.5,3
253,2014-04-21,1432.4,1432.4,1432.4,1432.4,0
254,2014-04-22,1425.4,1425.4,1425.4,1425.4,1
255,2014-04-23,1424.0,1424.0,1424.0,1424.0,2
256,2014-04-24,1429.7,1429.7,1429.7,1429.7,3
257,2014-04-25,1438.9,1438.9,1438.9,1438.9,4
258,2014-04-28,1435.7,1435.7,1435.7,1435.7,0
259,2014-04-29,1432.5,1432.5,1432.5,1432.5,1
260,2014-04-30,1431.8,1431.8,1431.8,1431.8,2
261,2014-05-01,1417.5,1417.5,1417.5,1417.5,3
262,2014-05-02,1437.5,1437.5,1437.5,1437.5,4
263,2014-05-05,1444.4,1444.4,1444.4,1444.4,0
264,2014-05-06,1444.0,1444.0,1444.0,1444.0,1
265,2014-05-07,1423.3,1423.3,1423.3,1423.3,2
266,2014-05-08,1421.7,1421.7,1421.7,1421.7,3
267,2014-05-09,1421.8,1421.8,1421.8,1421.8,4
268,2014-05-12,1430.6,1430.6,1430.6,1430.6,0
269,2014-05-13,1427.5,1427.5,1427.5,1427.5,1
270,2014-05-14,1435.3,1435.3,1435.3,1435.3,2
271,2014-05-15,1422.0,1422.0,1422.0,1422.0,3
272,2014-05-16,1422.3,1422.3,1422.3,1422.3,4
273,2014-05-19,1421.9,1421.9,1421.9,1421.9,0
274,2014-05-20,1422.5,1422.5,1422.5,1422.5,1
275,2014-05-21,1416.1,1416.1,1416.1,1416.1,2
276,2014-05-22,1422.7,1422.7,1422.7,1422.7,3
277,2014-05-23,1419.1,1419.1,1419.1,1419.1,4
278,2014-05-25,1291.7,1293.9,1294.2,1291.1,6
279,2014-05-26,1292.5,1291.6,1294.4,1291.4,0
280,2014-05-27,1392.9,1392.9,1392.9,1392.9,1
281,2014-05-28,1385.4,1385.4,1385.4,1385.4,2
282,2014-05-29,1379.5,1379.5,1379.5,1379.5,3
283,2014-05-30,1368.9,1368.9,1368.9,1368.9,4
284,2014-06-02,1367.7,1367.7,1367.7,1367.7,0
285,2014-06-03,1368.2,1368.2,1368.2,1368.2,1
286,2014-06-04,1368.4,1368.4,1368.4,1368.4,2
287,2014-06-05,1377.3,1377.3,1377.3,1377.3,3
288,2014-06-06,1377.6,1377.6,1377.6,1377.6,4
289,2014-06-09,1380.2,1380.2,1380.2,1380.2,0
290,2014-06-10,1386.5,1386.5,1386.5,1386.5,1
291,2014-06-11,1387.0,1387.0,1387.0,1387.0,2
292,2014-06-12,1399.9,1399.9,1399.9,1399.9,3
293,2014-06-13,1401.6,1401.6,1401.6,1401.6,4
294,2014-06-16,1403.0,1403.0,1403.0,1403.0,0
295,2014-06-17,1399.9,1384.5,1384.5,1384.5,1
296,2014-06-18,1400.6,1400.6,1400.6,1400.6,2
297,2014-06-19,1442.5,1442.5,1442.5,1442.5,3
298,2014-06-20,1445.2,1445.2,1445.2,1445.2,4
299,2014-06-23,1447.0,1447.0,1447.0,1447.0,0
300,2014-06-24,1448.6,1448.6,1448.6,1448.6,1
301,2014-06-25,1449.2,1449.2,1449.2,1449.2,2
302,2014-06-26,1443.4,1443.4,1443.4,1443.4,3
303,2014-06-27,1444.7,1444.7,1444.7,1444.7,4
304,2014-06-30,1445.1,1445.1,1445.1,1445.1,0
305,2014-07-01,1450.2,1450.2,1450.2,1450.2,1
306,2014-07-02,1454.8,1454.8,1454.8,1454.8,2
307,2014-07-03,1445.6,1445.6,1445.6,1445.6,3
308,2014-07-04,1321.3,1321.1,1324.0,1319.6,4
309,2014-07-07,1442.0,1442.0,1442.0,1442.0,0
310,2014-07-08,1441.4,1441.4,1441.4,1441.4,1
311,2014-07-09,1449.7,1449.7,1449.7,1449.7,2
312,2014-07-10,1464.7,1464.7,1464.7,1464.7,3
313,2014-07-11,1462.9,1462.9,1462.9,1462.9,4
314,2014-07-14,1430.7,1430.7,1430.7,1430.7,0
315,2014-07-15,1421.3,1421.3,1421.3,1421.3,1
316,2014-07-16,1424.9,1424.9,1424.9,1424.9,2
317,2014-07-17,1442.1,1442.1,1442.1,1442.1,3
318,2014-07-18,1434.7,1434.7,1434.7,1434.7,4
319,2014-07-21,1439.6,1439.6,1439.6,1439.6,0
320,2014-07-22,1431.6,1431.6,1431.6,1431.6,1
321,2014-07-23,1430.3,1430.3,1430.3,1430.3,2
322,2014-07-24,1417.3,1417.3,1417.3,1417.3,3
323,2014-07-25,1430.3,1430.3,1430.3,1430.3,4
324,2014-07-28,1432.0,1432.0,1432.0,1432.0,0
325,2014-07-29,1426.7,1426.7,1426.7,1426.7,1
326,2014-07-30,1426.1,1420.6,1420.6,1420.6,2
327,2014-07-31,1411.5,1411.5,1411.5,1411.5,3
328,2014-08-01,1421.1,1421.1,1421.1,1421.1,4
329,2014-08-04,1411.9,1411.9,1411.9,1411.9,0
330,2014-08-05,1409.0,1409.0,1409.0,1409.0,1
331,2014-08-06,1432.7,1432.7,1432.7,1432.7,2
332,2014-08-07,1437.3,1437.3,1437.3,1437.3,3
333,2014-08-08,1435.9,1435.9,1435.9,1435.9,4
334,2014-08-11,1435.5,1435.5,1435.5,1435.5,0
335,2014-08-12,1435.3,1435.3,1435.3,1435.3,1
336,2014-08-13,1437.9,1437.9,1437.9,1437.9,2
337,2014-08-14,1439.1,1439.1,1439.1,1439.1,3
338,2014-08-15,1429.4,1429.4,1429.4,1429.4,4
339,2014-08-18,1422.8,1422.8,1422.8,1422.8,0
340,2014-08-19,1419.0,1419.0,1419.0,1419.0,1
341,2014-08-20,1419.0,1419.0,1419.0,1419.0,2
342,2014-08-21,1399.2,1399.2,1399.2,1399.2,3
343,2014-08-22,1404.1,1404.1,1404.1,1404.1,4
344,2014-08-25,1403.1,1403.1,1403.1,1403.1,0
345,2014-08-26,1409.3,1409.3,1409.3,1409.3,1
346,2014-08-27,1406.9,1406.9,1406.9,1406.9,2
347,2014-08-28,1413.8,1413.8,1413.8,1413.8,3
348,2014-08-29,1410.6,1410.6,1410.6,1410.6,4
349,2014-08-31,1287.7,1288.5,1289.0,1286.8,6
350,2014-09-01,1287.4,1287.6,1290.9,1285.9,0
351,2014-09-02,1389.0,1389.0,1389.0,1389.0,1
352,2014-09-03,1395.5,1395.5,1395.5,1395.5,2
353,2014-09-04,1392.3,1392.3,1392.3,1392.3,3
354,2014-09-05,1393.2,1393.2,1393.2,1393.2,4
355,2014-09-08,1380.2,1380.2,1380.2,1380.2,0
356,2014-09-09,1374.6,1374.6,1374.6,1374.6,1
357,2014-09-10,1372.0,1372.0,1372.0,1372.0,2
358,2014-09-11,1365.4,1365.4,1365.4,1365.4,3
359,2014-09-12,1357.8,1357.8,1357.8,1357.8,4
360,2014-09-15,1361.3,1361.3,1361.3,1361.3,0
361,2014-09-16,1363.0,1363.0,1363.0,1363.0,1
362,2014-09-17,1362.0,1362.0,1362.0,1362.0,2
363,2014-09-18,1353.4,1353.4,1353.4,1353.4,3
364,2014-09-19,1343.1,1343.1,1343.1,1343.1,4
365,2014-09-22,1344.2,1344.2,1344.2,1344.2,0
366,2014-09-23,1347.2,1347.2,1347.2,1347.2,1
367,2014-09-24,1344.9,1344.9,1344.9,1344.9,2
368,2014-09-25,1346.4,1346.4,1346.4,1346.4,3
369,2014-09-26,1340.4,1340.4,1340.4,1340.4,4
370,2014-09-29,1343.7,1343.7,1343.7,1343.7,0
371,2014-09-30,1336.7,1336.7,1336.7,1336.7,1
372,2014-10-01,1340.2,1340.2,1340.2,1340.2,2
373,2014-10-02,1338.1,1338.1,1338.1,1338.1,3
374,2014-10-03,1316.9,1316.9,1316.9,1316.9,4
375,2014-10-06,1330.7,1330.7,1330.7,1330.7,0
376,2014-10-07,1333.6,1333.6,1333.6,1333.6,1
377,2014-10-08,1314.2,1314.2,1314.2,1314.2,2
378,2014-10-09,1328.8,1331.9,1331.9,1331.9,3
379,2014-10-10,1323.7,1323.7,1323.7,1323.7,4
380,2014-10-13,1329.3,1329.3,1329.3,1329.3,0
381,2014-10-14,1329.3,1329.3,1329.3,1329.3,1
382,2014-10-15,1331.3,1331.3,1331.3,1331.3,2
383,2014-10-16,1327.5,1327.5,1327.5,1327.5,3
384,2014-10-17,1328.5,1328.5,1328.5,1328.5,4
385,2014-10-20,1334.3,1334.3,1334.3,1334.3,0
386,2014-10-21,1341.8,1341.8,1341.8,1341.8,1
387,2014-10-22,1336.6,1336.6,1336.6,1336.6,2
388,2014-10-23,1322.1,1322.1,1322.1,1309.8,3
389,2014-10-24,1325.0,1325.0,1325.0,1325.0,4
390,2014-10-27,1322.4,1322.4,1322.4,1322.4,0
391,2014-10-28,1322.6,1322.6,1322.6,1322.6,1
392,2014-10-29,1319.2,1319.2,1319.2,1319.2,2
393,2014-10-30,1292.9,1292.9,1292.9,1307.7,3
394,2014-10-31,1265.9,1265.9,1265.9,1277.7,4
395,2014-11-03,1264.4,1264.4,1264.4,1264.4,0
396,2014-11-04,1260.3,1260.3,1260.3,1260.3,1
397,2014-11-05,1238.1,1238.1,1238.1,1259.9,2
398,2014-11-06,1234.4,1234.4,1234.4,1234.4,3
399,2014-11-07,1261.0,1261.0,1261.0,1261.0,4
400,2014-11-10,1251.3,1251.3,1251.3,1251.3,0
401,2014-11-11,1255.1,1255.1,1255.1,1255.1,1
402,2014-11-12,1250.4,1250.4,1250.4,1250.4,2
403,2014-11-13,1251.4,1251.4,1251.4,1251.4,3
404,2014-11-14,1275.6,1275.6,1275.6,1275.6,4
405,2014-11-17,1273.7,1273.7,1273.7,1273.7,0
406,2014-11-18,1285.5,1285.5,1285.5,1285.5,1
407,2014-11-19,1283.4,1283.4,1283.4,1283.4,2
408,2014-11-20,1278.9,1278.9,1278.9,1278.9,3
409,2014-11-21,1285.9,1285.9,1285.9,1285.9,4
410,2014-11-24,1284.2,1284.2,1284.2,1284.2,0
411,2014-11-25,1285.2,1285.2,1285.2,1285.2,1
412,2014-11-26,1284.5,1284.5,1284.5,1283.0,2
413,2014-11-27,1188.8,1197.3,1199.3,1185.4,3
414,2014-11-28,1261.2,1261.2,1261.2,1261.2,4
415,2014-12-01,1302.5,1302.5,1302.5,1302.5,0
416,2014-12-02,1284.7,1284.7,1284.7,1284.7,1
417,2014-12-03,1295.8,1294.0,1294.0,1294.0,2
418,2014-12-04,1294.2,1294.2,1294.2,1294.2,3
419,2014-12-05,1280.8,1280.8,1280.8,1280.8,4
420,2014-12-08,1284.4,1284.4,1284.4,1284.4,0
421,2014-12-09,1320.2,1321.0,1321.0,1321.0,1
422,2014-12-10,1315.5,1315.5,1315.5,1315.5,2
423,2014-12-11,1312.3,1312.3,1312.3,1312.3,3
424,2014-12-12,1303.5,1303.5,1303.5,1303.5,4
425,2014-12-15,1287.7,1287.7,1287.7,1287.7,0
426,2014-12-16,1272.0,1272.0,1272.0,1272.0,1
427,2014-12-17,1272.3,1272.3,1272.3,1272.3,2
428,2014-12-18,1273.9,1273.9,1273.9,1273.9,3
429,2014-12-19,1275.6,1275.6,1275.6,1275.6,4
430,2014-12-22,1259.7,1259.7,1259.7,1259.7,0
431,2014-12-23,1259.7,1259.7,1259.7,1259.7,1
432,2014-12-24,1255.6,1255.6,1255.6,1255.6,2
433,2014-12-25,1177.0,1175.0,1178.9,1175.0,3
434,2014-12-26,1277.7,1277.7,1277.7,1277.7,4
435,2014-12-29,1262.9,1262.9,1262.9,1262.9,0
436,2014-12-30,1281.9,1281.9,1281.9,1281.9,1
437,2014-12-31,1265.4,1265.4,1265.4,1265.4,2
438,2015-01-01,1186.8,1184.1,1187.5,1184.1,3
439,2015-01-02,1267.7,1265.0,1265.0,1265.0,4
440,2015-01-05,1283.5,1283.5,1283.5,1283.5,0
441,2015-01-06,1292.2,1292.2,1292.2,1292.2,1
442,2015-01-07,1283.6,1283.6,1283.6,1283.6,2
443,2015-01-08,1281.6,1281.6,1281.6,1281.6,3
444,2015-01-09,1287.4,1287.4,1287.4,1287.4,4
445,2015-01-12,1303.2,1303.2,1303.2,1303.2,0
446,2015-01-13,1304.5,1304.5,1304.5,1304.5,1
447,2015-01-14,1294.5,1294.5,1294.5,1294.5,2
448,2015-01-15,1322.8,1322.8,1322.8,1322.8,3
449,2015-01-16,1334.9,1334.9,1334.9,1334.9,4
450,2015-01-18,1279.0,1281.0,1281.9,1275.7,6
451,2015-01-19,1275.9,1279.4,1279.5,1272.5,0
452,2015-01-20,1352.4,1352.4,1352.4,1352.4,1
453,2015-01-21,1353.4,1353.4,1353.4,1353.4,2
454,2015-01-22,1365.2,1365.2,1365.2,1365.2,3
455,2015-01-23,1357.6,1357.6,1357.6,1357.6,4
456,2015-01-26,1345.6,1345.6,1345.6,1345.6,0
457,2015-01-27,1354.7,1354.7,1354.7,1354.7,1
458,2015-01-28,1346.9,1346.9,1346.9,1346.9,2
459,2015-01-29,1315.8,1315.8,1315.8,1315.8,3
460,2015-01-30,1336.6,1336.6,1336.6,1336.6,4
461,2015-02-02,1334.4,1334.4,1334.4,1334.4,0
462,2015-02-03,1319.3,1319.3,1319.3,1319.3,1
463,2015-02-04,1325.4,1325.4,1325.4,1325.4,2
464,2015-02-05,1323.9,1323.9,1323.9,1323.9,3
465,2015-02-06,1301.6,1301.6,1301.6,1301.6,4
466,2015-02-09,1308.9,1308.9,1308.9,1308.9,0
467,2015-02-10,1300.2,1300.2,1300.2,1300.2,1
468,2015-02-11,1288.2,1288.2,1288.2,1288.2,2
469,2015-02-12,1287.7,1287.7,1287.7,1287.7,3
470,2015-02-13,1294.2,1294.2,1294.2,1294.2,4
471,2015-02-15,1228.8,1228.2,1229.3,1227.8,6
472,2015-02-16,1231.7,1228.7,1236.4,1228.5,0
473,2015-02-17,1278.9,1278.9,1278.9,1278.9,1
474,2015-02-18,1270.5,1270.5,1270.5,1270.5,2
475,2015-02-19,1275.9,1275.9,1275.9,1275.9,3
476,2015-02-20,1272.2,1272.2,1272.2,1272.2,4
477,2015-02-23,1267.7,1267.7,1267.7,1267.7,0
478,2015-02-24,1262.1,1262.1,1262.1,1262.1,1
479,2015-02-25,1265.0,1265.0,1265.0,1265.0,2
480,2015-02-26,1275.1,1275.1,1275.1,1275.1,3
481,2015-02-27,1278.4,1278.4,1278.4,1278.4,4
482,2015-03-02,1274.8,1274.8,1274.8,1274.8,0
483,2015-03-03,1273.2,1273.2,1273.2,1273.2,1
484,2015-03-04,1269.6,1269.6,1269.6,1269.6,2
485,2015-03-05,1265.1,1265.1,1265.1,1265.1,3
486,2015-03-06,1234.6,1234.6,1234.6,1234.6,4
487,2015-03-09,1237.0,1237.0,1237.0,1237.0,0
488,2015-03-10,1227.1,1227.1,1227.1,1227.1,1
489,2015-03-11,1217.4,1217.4,1217.4,1217.4,2
490,2015-03-12,1218.0,1218.0,1218.0,1218.0,3
491,2015-03-13,1217.9,1217.9,1217.9,1217.9,4
492,2015-03-16,1218.3,1218.3,1218.3,1218.3,0
493,2015-03-17,1213.5,1213.5,1213.5,1213.5,1
494,2015-03-18,1216.5,1216.5,1216.5,1216.5,2
495,2015-03-19,1228.5,1228.5,1228.5,1228.5,3
496,2015-03-20,1243.7,1243.7,1243.7,1243.7,4
497,2015-03-23,1246.5,1246.5,1246.5,1246.5,0
498,2015-03-24,1250.2,1250.2,1250.2,1250.2,1
499,2015-03-25,1256.3,1256.3,1256.3,1256.3,2
500,2015-03-26,1266.0,1266.0,1266.0,1266.0,3
501,2015-03-27,1260.9,1260.9,1260.9,1260.9,4
502,2015-03-30,1245.4,1245.4,1245.4,1245.4,0
503,2015-03-31,1241.2,1241.2,1241.2,1241.2,1
504,2015-04-01,1263.2,1263.2,1263.2,1263.2,2
505,2015-04-02,1257.2,1257.2,1257.2,1257.2,3
506,2015-04-03,1257.2,1257.2,1257.2,1257.2,4
507,2015-04-06,1274.4,1274.4,1274.4,1274.4,0
508,2015-04-07,1267.4,1267.4,1267.4,1267.4,1
509,2015-04-08,1260.1,1260.1,1260.1,1260.1,2
510,2015-04-09,1250.6,1250.6,1250.6,1250.6,3
511,2015-04-10,1262.3,1262.3,1262.3,1262.3,4
