,date,supply,open,close,high,low,market_cap,spread
618,2015-01-06,13691175.0,274.61,286.19,287.55,272.7,3919623080,14.850000000000023
619,2015-01-07,13691175.0,286.08,294.34,298.75,283.08,4032255015,15.670000000000016
620,2015-01-08,13702175.0,294.14,283.35,294.14,282.17,3882766766,11.96999999999997
621,2015-01-09,13702175.0,282.38,290.41,291.11,280.53,3980426431,10.580000000000041
622,2015-01-10,13702175.0,287.3,274.8,288.13,273.97,3767535599,14.159999999999968
623,2015-01-11,13713175.0,274.61,265.66,279.64,265.04,3643307731,14.599999999999966
624,2015-01-12,13713175.0,266.15,267.8,272.2,265.2,3673551884,7.0
625,2015-01-13,13713175.0,267.39,225.86,268.28,219.91,3099004902,48.369999999999976
626,2015-01-14,13723675.0,223.89,178.1,223.89,171.51,2444379076,52.379999999999995
627,2015-01-15,13723675.0,176.9,209.84,229.07,176.9,2880801385,52.16999999999999
628,2015-01-16,13723675.0,209.07,208.1,221.59,199.77,2857541182,21.819999999999993
629,2015-01-17,13734300.0,207.83,199.26,211.73,194.88,2736875952,16.849999999999994
630,2015-01-18,13734300.0,200.05,210.34,218.7,194.51,2889858038,24.189999999999998
631,2015-01-19,13734300.0,211.47,214.86,216.73,207.32,2952759522,9.409999999999997
632,2015-01-20,13744900.0,212.91,211.32,215.24,205.15,2904651464,10.090000000000003
633,2015-01-21,13744900.0,211.38,226.9,227.79,211.21,3119680595,16.579999999999984
634,2015-01-22,13744900.0,227.32,233.41,237.02,226.43,3209962696,10.590000000000003
635,2015-01-23,13755175.0,233.52,232.88,234.85,225.2,3203436948,9.650000000000006
636,2015-01-24,13755175.0,232.7,247.85,248.21,230.02,3410114481,18.189999999999998
637,2015-01-25,13755175.0,247.35,253.72,255.07,243.89,3491686145,11.180000000000007
638,2015-01-26,13764525.0,254.08,273.47,309.38,254.08,3764417376,55.29999999999998
639,2015-01-27,13764525.0,273.17,263.48,275.48,250.65,3627760928,24.830000000000013
640,2015-01-28,13764525.0,263.35,233.91,266.54,227.05,3221728839,39.49000000000001
641,2015-01-29,13776350.0,233.35,233.51,238.71,220.71,3217149466,18.0
642,2015-01-30,13776350.0,232.77,226.43,242.85,225.84,3120272355,17.00999999999999
643,2015-01-31,13776350.0,226.44,217.46,233.5,216.31,2997692311,17.189999999999998
644,2015-02-01,13787950.0,216.87,226.97,231.57,212.01,3129637468,19.560000000000002
645,2015-02-02,13787950.0,226.49,238.23,242.18,222.66,3285797305,19.52000000000001
646,2015-02-03,13787950.0,237.45,227.27,245.96,224.48,3135343874,21.480000000000018
647,2015-02-04,13799025.0,227.51,226.85,230.06,221.11,3130520358,8.949999999999989
648,2015-02-05,13799025.0,227.66,217.11,239.4,214.73,2996945966,24.670000000000016
649,2015-02-06,13799025.0,216.92,222.27,230.51,216.23,3069076711,14.280000000000001
650,2015-02-07,13811375.0,222.63,227.75,230.3,222.61,3145761023,7.689999999999998
651,2015-02-08,13811375.0,227.69,223.41,229.44,221.08,3086537315,8.359999999999985
652,2015-02-09,13811375.0,223.39,220.11,223.98,217.02,3041799140,6.9599999999999795
653,2015-02-10,13822200.0,220.28,219.84,221.81,215.33,3038850985,6.47999999999999
654,2015-02-11,13822200.0,219.73,219.18,223.41,218.07,3030676475,5.340000000000003
655,2015-02-12,13822200.0,219.21,221.76,222.2,217.61,3066996120,4.589999999999975
656,2015-02-13,13832850.0,221.97,235.43,240.26,221.26,3256814719,19.0
657,2015-02-14,13832850.0,235.53,257.32,259.81,235.53,3560717936,24.28
658,2015-02-15,13832850.0,257.51,234.82,265.61,227.68,3250242178,37.93000000000001
659,2015-02-16,13844175.0,234.82,233.84,239.52,229.02,3237573873,10.5
660,2015-02-17,13844175.0,233.42,243.61,245.77,232.31,3373706168,13.460000000000008
661,2015-02-18,13844175.0,243.78,236.33,244.25,232.34,3273812262,11.909999999999997
662,2015-02-19,13856175.0,236.41,240.28,242.67,235.59,3329631566,7.079999999999984
663,2015-02-20,13856175.0,240.25,243.78,247.1,239.3,3379032908,7.799999999999983
664,2015-02-21,13856175.0,243.75,244.53,255.32,243.18,3390372210,12.139999999999986
665,2015-02-22,13867550.0,244.54,235.98,246.39,233.85,3272629326,12.539999999999992
666,2015-02-23,13867550.0,235.99,238.89,240.11,232.42,3313897879,7.690000000000026
667,2015-02-24,13867550.0,239.0,238.74,239.9,236.4,3312489904,3.5
668,2015-02-25,13878325.0,238.89,237.47,239.34,235.53,3295875814,3.8100000000000023
669,2015-02-26,13878325.0,237.34,236.43,237.71,234.26,3282272605,3.450000000000017
670,2015-02-27,13878325.0,236.44,253.83,256.65,236.44,3524820596,20.20999999999998
671,2015-02-28,13889250.0,253.52,254.26,254.69,249.48,3531776636,5.210000000000008
672,2015-03-01,13889250.0,254.28,260.2,261.66,245.93,3615181538,15.730000000000018
673,2015-03-02,13889250.0,260.36,275.67,276.3,258.31,3831178959,17.99000000000001
674,2015-03-03,13900600.0,275.05,281.7,285.8,268.16,3916108523,17.639999999999986
675,2015-03-04,13900600.0,281.99,273.09,284.23,268.13,3797385224,16.100000000000023
676,2015-03-05,13900600.0,272.74,276.18,281.67,264.77,3841201000,16.900000000000034
677,2015-03-06,13911325.0,275.6,272.72,277.61,270.02,3794156466,7.590000000000032
678,2015-03-07,13911325.0,272.29,276.26,277.85,270.13,3844351385,7.720000000000027
679,2015-03-08,13911325.0,276.43,274.35,277.86,272.57,3818877362,5.2900000000000205
680,2015-03-09,13922050.0,274.81,289.61,292.7,273.89,4032241702,18.810000000000002
681,2015-03-10,13922050.0,289.86,291.76,300.04,289.74,4063305050,10.300000000000011
682,2015-03-11,13922050.0,291.52,296.38,297.39,290.51,4128796573,6.8799999999999955
683,2015-03-12,13933300.0,296.13,294.35,297.09,292.41,4101535995,4.67999999999995
684,2015-03-13,13933300.0,294.12,285.34,294.5,285.34,3976948638,9.160000000000025
685,2015-03-14,13933300.0,284.44,281.89,286.34,280.98,3929758785,5.359999999999957
686,2015-03-15,13943800.0,281.42,286.39,286.53,281.0,3993628668,5.529999999999973
687,2015-03-16,13943800.0,285.68,290.59,294.11,285.68,4053198429,8.430000000000007
688,2015-03-17,13943800.0,290.6,285.51,292.36,284.37,3983144494,7.990000000000009
689,2015-03-18,13954175.0,285.07,256.3,285.34,249.87,3576671767,35.46999999999997
690,2015-03-19,13954175.0,255.88,260.93,264.24,248.64,3642156965,15.600000000000023
691,2015-03-20,13954175.0,260.96,261.75,264.85,259.16,3654506819,5.689999999999998
692,2015-03-21,13964850.0,261.64,260.02,262.2,255.65,3631424642,6.549999999999983
693,2015-03-22,13964850.0,259.92,267.96,269.75,259.59,3743193531,10.160000000000025
694,2015-03-23,13964850.0,267.89,266.74,277.3,261.74,3727111341,15.560000000000002
695,2015-03-24,13976150.0,266.58,245.6,267.0,244.15,3432718154,22.849999999999994
696,2015-03-25,13976150.0,247.47,246.2,249.19,236.51,3442129496,12.680000000000007
697,2015-03-26,13976150.0,246.28,248.53,254.35,244.9,3475701380,9.449999999999989
698,2015-03-27,13988325.0,248.57,247.03,256.81,245.21,3455731911,11.599999999999994
699,2015-03-28,13988325.0,246.98,252.8,254.21,246.98,3537377134,7.230000000000018
700,2015-03-29,13988325.0,252.74,242.71,253.14,240.85,3397187115,12.289999999999992
701,2015-03-30,13999400.0,242.88,247.53,249.24,239.21,3465419693,10.030000000000001
702,2015-03-31,13999400.0,247.45,244.22,248.73,242.74,3420112896,5.989999999999981
703,2015-04-01,13999400.0,244.22,247.27,247.54,241.16,3463619267,6.3799999999999955
704,2015-04-02,14010350.0,247.09,253.01,254.46,245.42,3544973232,9.04000000000002
705,2015-04-03,14010350.0,253.07,254.32,256.04,251.88,3564354620,4.160000000000025
706,2015-04-04,14010350.0,254.29,253.7,255.26,251.1,3556559216,4.159999999999997
707,2015-04-05,14021750.0,253.76,260.6,260.67,251.94,3654268030,8.730000000000018
708,2015-04-06,14021750.0,260.72,255.49,261.8,254.57,3583466919,7.230000000000018
709,2015-04-07,14021750.0,255.27,253.18,255.8,252.21,3552014128,3.5900000000000034
710,2015-04-08,14031925.0,253.06,245.02,253.85,244.21,3438326345,9.639999999999986
711,2015-04-09,14031925.0,244.75,243.68,246.12,239.4,3420248520,6.719999999999999
712,2015-04-10,14031925.0,243.69,236.07,243.69,232.77,3314409567,10.919999999999987
713,2015-04-11,14042475.0,236.02,236.55,239.54,234.18,3321976615,5.359999999999985
714,2015-04-12,14042475.0,236.54,236.15,237.73,233.49,3317129018,4.239999999999981
715,2015-04-13,14042475.0,235.95,224.59,236.93,222.0,3155548414,14.930000000000007
716,2015-04-14,14053350.0,224.76,219.16,224.98,216.32,3080098939,8.659999999999997
717,2015-04-15,14053350.0,219.07,223.83,223.83,218.65,3146465248,5.180000000000007
718,2015-04-16,14053350.0,223.92,228.57,229.67,223.92,3213884952,5.75
719,2015-04-17,14063225.0,228.57,222.88,228.91,221.94,3134573444,6.969999999999999
720,2015-04-18,14063225.0,222.85,223.36,224.32,220.88,3142049362,3.4399999999999977
721,2015-04-19,14063225.0,223.46,222.6,226.35,222.37,3132226860,3.9799999999999898
722,2015-04-20,14074100.0,222.61,224.63,226.35,221.98,3161599719,4.3700000000000045
723,2015-04-21,14074100.0,224.62,235.27,235.27,224.3,3312299315,10.969999999999999
724,2015-04-22,14074100.0,235.6,234.18,237.91,233.48,3297795229,4.430000000000007
725,2015-04-23,14085100.0,234.05,236.46,236.48,233.2,3330762351,3.280000000000001
726,2015-04-24,14085100.0,235.97,231.27,236.3,229.93,3258311725,6.3700000000000045
727,2015-04-25,14085100.0,231.24,226.39,232.56,226.34,3190508610,6.219999999999999
728,2015-04-26,14095675.0,226.41,219.43,226.94,214.87,3093216938,12.069999999999993
729,2015-04-27,14095675.0,219.43,229.29,233.3,218.02,3232938332,15.280000000000001
730,2015-04-28,14095675.0,228.97,225.85,229.49,223.07,3185425042,6.420000000000016
731,2015-04-29,14106275.0,225.59,225.81,227.04,223.43,3185479101,3.609999999999985
732,2015-04-30,14106275.0,225.69,236.15,239.56,224.99,3332094504,14.569999999999993
733,2015-05-01,14106275.0,235.94,232.08,238.97,232.08,3275574610,6.889999999999986
734,2015-05-02,14116950.0,232.34,234.93,235.73,232.34,3316683008,3.3899999999999864
735,2015-05-03,14116950.0,234.88,240.36,243.24,234.08,3394161416,9.159999999999997
736,2015-05-04,14116950.0,240.36,239.02,242.64,237.81,3375997790,4.829999999999984
737,2015-05-05,14127550.0,238.85,236.12,239.2,232.05,3335976518,7.149999999999977
738,2015-05-06,14127550.0,236.25,229.78,236.45,229.23,3247353903,7.219999999999999
739,2015-05-07,14127550.0,229.66,237.33,239.1,228.57,3354923757,10.530000000000001
740,2015-05-08,14138850.0,237.2,243.86,246.27,236.27,3448119178,10.0
741,2015-05-09,14138850.0,243.77,241.83,247.8,239.64,3420193701,8.160000000000025
742,2015-05-10,14138850.0,241.73,240.3,244.07,238.85,3399245238,5.219999999999999
743,2015-05-11,14148950.0,240.3,242.16,244.27,239.38,3426529646,4.890000000000015
744,2015-05-12,14148950.0,242.15,241.11,242.88,240.1,3412644998,2.780000000000001
745,2015-05-13,14148950.0,241.4,236.38,243.7,235.04,3346584200,8.659999999999997
746,2015-05-14,14160450.0,236.21,236.93,237.8,234.06,3355311496,3.740000000000009
747,2015-05-15,14160450.0,236.96,237.6,238.75,236.79,3365752047,1.960000000000008
748,2015-05-16,14160450.0,237.64,236.15,237.7,235.29,3345969203,2.4099999999999966
749,2015-05-17,14172100.0,236.01,236.8,238.02,236.01,3356176986,2.0100000000000193
750,2015-05-18,14172100.0,236.89,233.13,237.21,232.46,3304944920,4.75
751,2015-05-19,14172100.0,233.04,231.95,234.15,231.82,3288950473,2.3300000000000125
752,2015-05-20,14182475.0,231.89,234.02,234.68,231.84,3319170901,2.8400000000000034
753,2015-05-21,14182475.0,234.02,235.34,236.24,233.84,3338890048,2.4000000000000057
754,2015-05-22,14182475.0,235.32,240.35,240.97,235.06,3410712372,5.909999999999997
755,2015-05-23,14192850.0,240.29,238.87,241.02,238.69,3390435704,2.3300000000000125
756,2015-05-24,14192850.0,238.98,240.95,241.98,238.81,3420845884,3.1699999999999875
757,2015-05-25,14192850.0,240.93,237.11,241.02,236.64,3367127977,4.380000000000024
758,2015-05-26,14203350.0,237.1,237.12,238.24,235.69,3368066799,2.5500000000000114
759,2015-05-27,14203350.0,237.07,237.28,238.64,236.7,3371257543,1.9399999999999977
760,2015-05-28,14203350.0,237.26,237.41,237.82,236.65,3373816958,1.1699999999999875
761,2015-05-29,14214200.0,237.38,237.1,237.52,235.73,3370295930,1.7900000000000205
762,2015-05-30,14214200.0,237.09,233.35,237.09,232.05,3317769214,5.039999999999992
763,2015-05-31,14214200.0,233.13,230.19,233.25,229.54,3273756425,3.710000000000008
764,2015-06-01,14224400.0,230.23,222.93,231.71,221.3,3171172508,10.409999999999997
765,2015-06-02,14224400.0,222.89,225.8,226.42,222.42,3212962177,4.0
766,2015-06-03,14224400.0,225.74,225.87,227.4,223.93,3214774292,3.469999999999999
767,2015-06-04,14235150.0,225.77,224.32,226.58,224.05,3193504505,2.530000000000001
768,2015-06-05,14235150.0,224.15,224.95,225.97,223.18,3203220875,2.789999999999992
769,2015-06-06,14235150.0,225.01,225.62,225.72,224.38,3213722676,1.3400000000000034
770,2015-06-07,14246900.0,225.6,222.88,226.19,222.65,3175547196,3.539999999999992
771,2015-06-08,14246900.0,222.88,228.49,229.46,222.84,3256350969,6.6200000000000045
772,2015-06-09,14246900.0,228.54,229.05,230.95,227.93,3265176585,3.019999999999982
773,2015-06-10,14258425.0,228.99,228.8,229.78,228.01,3262644979,1.7700000000000102
774,2015-06-11,14258425.0,228.85,229.71,230.29,228.77,3276293900,1.5199999999999818
775,2015-06-12,14258425.0,229.71,229.98,231.06,229.31,3281061201,1.75
776,2015-06-13,14269650.0,229.92,232.4,232.65,229.21,3316504361,3.4399999999999977
777,2015-06-14,14269650.0,232.44,233.54,234.86,232.0,3333657006,2.8600000000000136
778,2015-06-15,14269650.0,233.42,236.82,237.84,233.42,3381329191,4.420000000000016
779,2015-06-16,14280100.0,236.76,250.9,251.74,236.12,3582987588,15.620000000000005
780,2015-06-17,14280100.0,250.82,249.28,256.85,246.48,3560953387,10.370000000000033
781,2015-06-18,14280100.0,249.43,249.01,252.11,244.13,3557986321,7.980000000000018
782,2015-06-19,14291525.0,249.04,244.61,250.98,243.79,3495994564,7.189999999999998
783,2015-06-20,14291525.0,244.53,245.21,245.83,240.63,3505477188,5.200000000000017
784,2015-06-21,14291525.0,245.1,243.94,245.22,241.88,3488106467,3.3400000000000034
785,2015-06-22,14301625.0,243.97,246.99,247.92,243.78,3532599174,4.139999999999986
786,2015-06-23,14301625.0,246.93,244.3,247.3,243.13,3494929113,4.170000000000016
787,2015-06-24,14301625.0,244.28,240.51,244.34,240.51,3441763637,3.8300000000000125
788,2015-06-25,14312975.0,240.37,242.8,243.33,240.37,3475370256,2.960000000000008
789,2015-06-26,14312975.0,242.6,243.59,243.75,241.55,3487699724,2.1999999999999886
790,2015-06-27,14312975.0,243.55,250.99,251.34,243.12,3594402691,8.219999999999999
791,2015-06-28,14323550.0,250.96,249.01,251.17,247.43,3566939394,3.7399999999999807
792,2015-06-29,14323550.0,248.72,257.06,257.17,248.58,3683193712,8.590000000000003
793,2015-06-30,14323550.0,257.04,263.07,267.87,255.95,3770229522,11.920000000000016
794,2015-07-01,14334175.0,263.35,258.62,265.17,255.77,3707306173,9.400000000000006
795,2015-07-02,14334175.0,258.55,255.41,261.63,254.12,3662295200,7.509999999999991
796,2015-07-03,14334175.0,255.46,256.34,257.08,253.51,3676575981,3.569999999999993
797,2015-07-04,14345600.0,256.49,260.89,261.46,254.2,3742827088,7.259999999999991
798,2015-07-05,14345600.0,260.8,271.91,274.51,258.7,3901985539,15.810000000000002
799,2015-07-06,14345600.0,271.11,269.03,277.42,267.6,3861831490,9.819999999999993
800,2015-07-07,14357175.0,269.96,266.21,271.34,264.83,3822200106,6.509999999999991
801,2015-07-08,14357175.0,265.98,270.79,272.97,264.39,3889020940,8.580000000000041
802,2015-07-09,14357175.0,270.83,269.23,272.33,267.09,3867547719,5.240000000000009
803,2015-07-10,14368375.0,269.16,284.89,294.59,268.8,4093705987,25.789999999999964
804,2015-07-11,14368375.0,284.88,293.11,298.51,283.53,4212919911,14.980000000000018
805,2015-07-12,14368375.0,293.14,310.87,314.39,292.51,4469117252,21.879999999999995
806,2015-07-13,14379075.0,310.83,292.05,310.95,281.01,4199736520,29.939999999999998
807,2015-07-14,14379075.0,292.03,287.46,296.15,286.64,4134767190,9.509999999999991
808,2015-07-15,14379075.0,288.05,285.83,293.25,285.37,4112343300,7.8799999999999955
809,2015-07-16,14389800.0,286.04,278.09,291.18,275.24,4001916229,15.939999999999998
810,2015-07-17,14389800.0,278.09,279.47,280.28,272.04,4022845730,8.239999999999952
811,2015-07-18,14389800.0,279.33,274.9,282.53,274.08,3958065833,8.449999999999989
812,2015-07-19,14400975.0,274.77,273.61,275.67,272.51,3940581988,3.160000000000025
813,2015-07-20,14400975.0,273.5,278.98,278.98,272.96,4018965413,6.020000000000039
814,2015-07-21,14400975.0,278.88,275.83,280.55,275.42,3974491489,5.1299999999999955
815,2015-07-22,14411750.0,275.66,277.22,277.67,274.38,3995572964,3.2900000000000205
816,2015-07-23,14411750.0,277.34,276.05,278.11,275.72,3979625902,2.3899999999999864
817,2015-07-24,14411750.0,276.01,288.28,289.25,275.25,4157148934,14.0
818,2015-07-25,14423500.0,288.16,288.7,290.73,286.0,4164295442,4.730000000000018
819,2015-07-26,14423500.0,288.64,292.69,293.05,287.71,4222888242,5.340000000000032
820,2015-07-27,14423500.0,292.64,293.62,297.77,287.45,4237522843,10.319999999999993
821,2015-07-28,14434375.0,293.63,294.43,296.65,293.42,4250112630,3.2299999999999613
822,2015-07-29,14434375.0,294.48,289.59,294.54,288.78,4181390010,5.760000000000048
823,2015-07-30,14434375.0,289.1,287.72,290.13,286.57,4155381827,3.5600000000000023
824,2015-07-31,14445000.0,287.7,284.65,288.96,282.34,4112089481,6.6200000000000045
825,2015-08-01,14445000.0,284.69,281.6,284.93,278.11,4069120370,6.819999999999993
826,2015-08-02,14445000.0,280.45,282.61,283.03,277.53,4084832103,5.5
827,2015-08-03,14456700.0,282.81,281.23,285.47,280.23,4065895598,5.240000000000009
828,2015-08-04,14456700.0,281.23,285.22,285.71,281.23,4124558889,4.479999999999961
829,2015-08-05,14456700.0,284.85,281.88,285.5,281.49,4077254001,4.009999999999991
830,2015-08-06,14466950.0,281.91,278.58,281.91,278.4,4030445072,3.5100000000000477
831,2015-08-07,14466950.0,278.74,279.58,280.39,276.37,4045993359,4.019999999999982
832,2015-08-08,14466950.0,279.74,261.0,279.93,260.71,3778049024,19.220000000000027
833,2015-08-09,14477800.0,261.12,265.08,267.0,260.47,3838130130,6.529999999999973
834,2015-08-10,14477800.0,265.48,264.47,267.03,262.6,3830352069,4.42999999999995
835,2015-08-11,14477800.0,264.34,270.39,270.39,264.09,3917142819,6.300000000000011
836,2015-08-12,14489475.0,270.6,266.38,270.67,265.47,3859888131,5.199999999999989
837,2015-08-13,14489475.0,266.18,264.08,266.23,262.84,3827588724,3.390000000000043
838,2015-08-14,14489475.0,264.13,265.68,267.47,261.48,3851715726,5.990000000000009
839,2015-08-15,14499900.0,265.53,261.55,266.67,261.3,3792757590,5.3700000000000045
840,2015-08-16,14499900.0,261.87,258.51,262.44,257.04,3749501856,5.399999999999977
841,2015-08-17,14499900.0,258.49,257.98,260.51,257.12,3742748055,3.3899999999999864
842,2015-08-18,14510800.0,257.93,211.08,257.99,211.08,3063104570,46.91
843,2015-08-19,14510800.0,225.67,226.68,237.41,222.77,3290448603,14.639999999999986
844,2015-08-20,14510800.0,226.9,235.35,237.37,226.9,3417123139,10.469999999999999
845,2015-08-21,14522325.0,235.35,232.57,236.43,231.72,3377704243,4.710000000000008
846,2015-08-22,14522325.0,232.66,230.39,234.96,222.7,3346961926,12.26000000000002
847,2015-08-23,14522325.0,230.38,228.17,232.71,225.58,3315466697,7.1299999999999955
848,2015-08-24,14533500.0,228.11,210.49,228.14,210.44,3059460627,17.69999999999999
849,2015-08-25,14533500.0,210.07,221.61,226.32,199.57,3221751642,26.75
850,2015-08-26,14533500.0,222.08,225.83,231.18,220.2,3284040048,10.980000000000018
851,2015-08-27,14544550.0,226.05,224.77,228.64,223.68,3269360632,4.9599999999999795
852,2015-08-28,14544550.0,224.7,231.4,235.22,220.93,3366649823,14.289999999999992
853,2015-08-29,14544550.0,231.55,229.78,233.22,227.33,3344063019,5.889999999999986
854,2015-08-30,14556000.0,229.9,228.76,232.07,226.25,3330085315,5.819999999999993
855,2015-08-31,14556000.0,229.11,230.06,231.96,225.91,3349845416,6.050000000000011
856,2015-09-01,14556000.0,230.26,228.12,231.22,226.86,3322548147,4.359999999999985
857,2015-09-02,14567625.0,228.03,229.28,230.58,226.48,3340404203,4.100000000000023
858,2015-09-03,14567625.0,229.32,227.18,229.6,226.67,3310618588,2.930000000000007
859,2015-09-04,14567625.0,227.21,230.3,230.9,227.05,3356910010,3.8499999999999943
860,2015-09-05,14578975.0,230.2,235.02,236.14,229.44,3426594646,6.699999999999989
861,2015-09-06,14578975.0,234.87,239.84,242.91,234.68,3497748612,8.22999999999999
862,2015-09-07,14578975.0,239.93,239.85,242.11,238.72,3498762116,3.390000000000015
863,2015-09-08,14589825.0,239.85,243.61,245.78,239.68,3554439286,6.099999999999994
864,2015-09-09,14589825.0,243.41,238.17,244.42,237.82,3475960739,6.599999999999994
865,2015-09-10,14589825.0,238.34,238.48,241.29,235.79,3481466104,5.5
866,2015-09-11,14601900.0,238.33,240.11,241.17,238.33,3506204486,2.839999999999975
867,2015-09-12,14601900.0,239.85,235.23,240.12,234.75,3435801820,5.3700000000000045
868,2015-09-13,14601900.0,235.24,230.51,235.93,229.33,3367774557,6.599999999999994
869,2015-09-14,14612775.0,230.61,230.64,232.44,227.96,3370579521,4.47999999999999
870,2015-09-15,14612775.0,230.49,230.3,259.18,229.82,3366532054,29.360000000000014
871,2015-09-16,14612775.0,230.25,229.09,231.21,227.4,3349613966,3.8100000000000023
872,2015-09-17,14624100.0,229.08,229.81,230.29,228.93,3360247349,1.3599999999999852
873,2015-09-18,14624100.0,233.52,232.98,234.35,232.18,3408098085,2.1699999999999875
874,2015-09-19,14624100.0,232.86,231.49,233.21,231.09,3387141915,2.1200000000000045
875,2015-09-20,14634000.0,231.4,231.21,232.37,230.91,3383764499,1.460000000000008
876,2015-09-21,14634000.0,231.22,227.09,231.22,226.52,3324121324,4.699999999999989
877,2015-09-22,14634000.0,226.97,230.62,232.39,225.12,3376737583,7.269999999999982
878,2015-09-23,14645050.0,230.94,230.28,231.84,229.59,3372747846,2.25
879,2015-09-24,14645050.0,230.36,234.53,235.65,230.29,3435744312,5.360000000000014
880,2015-09-25,14645050.0,234.36,235.14,237.43,233.68,3445723754,3.75
881,2015-09-26,14656525.0,235.08,234.34,235.4,233.36,3434809258,2.039999999999992
882,2015-09-27,14656525.0,234.14,232.76,234.53,232.48,3412467834,2.0500000000000114
883,2015-09-28,14656525.0,232.84,239.14,239.34,232.47,3506933730,6.8700000000000045
884,2015-09-29,14667925.0,239.02,236.69,239.8,235.93,3471967520,3.8700000000000045
885,2015-09-30,14667925.0,236.64,236.06,237.73,235.63,3463625759,2.0999999999999943
886,2015-10-01,14667925.0,236.0,237.55,238.45,235.62,3486370082,2.829999999999984
887,2015-10-02,14678775.0,237.26,237.29,238.54,236.6,3483431578,1.9399999999999977
888,2015-10-03,14678775.0,237.2,238.73,239.32,236.94,3505385987,2.3799999999999955
889,2015-10-04,14678775.0,238.53,238.26,238.97,237.94,3499387367,1.0300000000000011
890,2015-10-05,14690050.0,238.15,240.38,240.38,237.04,3531508720,3.3400000000000034
891,2015-10-06,14690050.0,240.36,246.06,246.93,240.14,3615828118,6.7900000000000205
892,2015-10-07,14690050.0,246.17,242.97,246.68,242.59,3571170510,4.090000000000003
893,2015-10-08,14700575.0,243.07,242.3,244.25,242.18,3562238314,2.069999999999993
894,2015-10-09,14700575.0,242.5,243.93,244.23,242.12,3586932176,2.109999999999985
895,2015-10-10,14700575.0,243.74,244.94,245.32,243.07,3602763687,2.25
896,2015-10-11,14711375.0,244.74,247.05,247.24,244.15,3634686068,3.0900000000000034
897,2015-10-12,14711375.0,246.88,245.31,247.45,245.18,3609927997,2.269999999999982
898,2015-10-13,14711375.0,245.2,249.51,250.24,243.76,3672589342,6.480000000000018
899,2015-10-14,14722025.0,249.49,251.99,254.27,248.9,3710065546,5.3700000000000045
900,2015-10-15,14722025.0,252.11,254.32,255.96,252.05,3745440578,3.9099999999999966
901,2015-10-16,14722025.0,254.3,262.87,266.14,253.93,3872283809,12.20999999999998
902,2015-10-17,14733250.0,262.75,270.64,273.58,262.37,3987684186,11.20999999999998
903,2015-10-18,14733250.0,270.91,261.64,271.67,260.78,3856061829,10.890000000000043
904,2015-10-19,14733250.0,261.86,263.44,264.82,260.95,3883581668,3.8700000000000045
905,2015-10-20,14744150.0,263.57,269.46,270.83,263.23,3973292564,7.599999999999966
906,2015-10-21,14744150.0,269.31,266.27,270.77,263.84,3927192474,6.930000000000007
907,2015-10-22,14744150.0,266.5,274.02,276.51,266.14,4042524308,10.370000000000005
908,2015-10-23,14755550.0,273.65,276.5,278.68,273.54,4080023363,5.139999999999986
909,2015-10-24,14755550.0,276.5,281.65,281.71,276.5,4157184875,5.2099999999999795
910,2015-10-25,14755550.0,281.45,283.68,294.06,281.45,4188180600,12.610000000000014
911,2015-10-26,14766700.0,283.63,285.3,285.3,280.51,4213260473,4.7900000000000205
912,2015-10-27,14766700.0,285.18,293.79,296.21,285.01,4339689442,11.199999999999989
913,2015-10-28,14766700.0,293.7,304.62,306.33,293.7,4500730950,12.629999999999995
914,2015-10-29,14777750.0,304.32,313.86,318.17,301.82,4638392428,16.350000000000023
915,2015-10-30,14777750.0,313.94,328.02,334.17,313.94,4849062146,20.230000000000018
916,2015-10-31,14777750.0,328.51,314.17,332.78,309.25,4645486246,23.529999999999973
917,2015-11-01,14789625.0,315.01,325.43,327.47,311.88,4813287206,15.590000000000032
918,2015-11-02,14789625.0,325.94,361.19,365.36,323.21,5343556482,42.150000000000034
919,2015-11-03,14789625.0,361.87,403.42,417.9,357.65,5969855535,60.25
920,2015-11-04,14801075.0,403.66,411.56,495.56,380.55,6092006971,115.00999999999999
921,2015-11-05,14801075.0,408.08,386.35,447.56,374.58,5720251077,72.98000000000002
922,2015-11-06,14801075.0,388.05,374.47,395.84,354.02,5545657295,41.81999999999999
923,2015-11-07,14812300.0,374.27,386.48,390.59,372.43,5725035162,18.159999999999968
924,2015-11-08,14812300.0,384.28,373.37,389.89,368.7,5532072311,21.189999999999998
925,2015-11-09,14812300.0,374.32,380.26,385.28,362.89,5635560843,22.389999999999986
926,2015-11-10,14823050.0,379.98,336.82,381.39,329.11,4993021697,52.27999999999997
927,2015-11-11,14823050.0,339.82,311.08,340.58,301.0,4612831323,39.579999999999984
928,2015-11-12,14823050.0,314.08,338.15,345.08,313.36,5015563456,31.71999999999997
929,2015-11-13,14835300.0,338.5,336.75,340.91,326.08,4996160115,14.830000000000041
930,2015-11-14,14835300.0,336.62,332.91,338.18,329.97,4940266781,8.20999999999998
931,2015-11-15,14835300.0,333.05,320.17,334.66,317.49,4752464063,17.170000000000016
932,2015-11-16,14847125.0,319.73,330.75,331.63,315.9,4911040461,15.730000000000018
933,2015-11-17,14847125.0,330.36,335.09,338.35,329.61,4976765824,8.740000000000009
934,2015-11-18,14847125.0,334.59,334.59,336.53,330.64,4970560298,5.889999999999986
935,2015-11-19,14858150.0,334.68,326.15,335.33,325.27,4846272452,10.060000000000002
