,date,open,high,low,close,volume,market_cap,daily_return
668,2015-02-25,238.89,239.34,235.53,237.47,"11,496,200",3295875814,-0.005319594537991135
669,2015-02-26,237.34,237.71,234.26,236.43,"13,619,400",3282272605,-0.004379500568492789
670,2015-02-27,236.44,256.65,236.44,253.83,"44,013,900",3524820596,0.07359472148204538
671,2015-02-28,253.52,254.69,249.48,254.26,"13,949,300",3531776636,0.0016940471969426607
672,2015-03-01,254.28,261.66,245.93,260.2,"25,213,700",3615181538,0.023361913002438506
673,2015-03-02,260.36,276.3,258.31,275.67,"40,465,700",3831178959,0.059454265949269836
674,2015-03-03,275.05,285.8,268.16,281.7,"50,461,300",3916108523,0.02187397975840666
675,2015-03-04,281.99,284.23,268.13,273.09,"41,383,000",3797385224,-0.030564430244941487
676,2015-03-05,272.74,281.67,264.77,276.18,"41,302,400",3841201000,0.011314951115017235
677,2015-03-06,275.6,277.61,270.02,272.72,"28,918,900",3794156466,-0.0125280614092258
678,2015-03-07,272.29,277.85,270.13,276.26,"17,825,900",3844351385,0.012980346142563715
679,2015-03-08,276.43,277.86,272.57,274.35,"22,067,900",3818877362,-0.006913776876855016
680,2015-03-09,274.81,292.7,273.89,289.61,"59,178,200",4032241702,0.055622380171314045
681,2015-03-10,289.86,300.04,289.74,291.76,"67,770,800",4063305050,0.007423776803287208
682,2015-03-11,291.52,297.39,290.51,296.38,"33,963,900",4128796573,0.01583493282149706
683,2015-03-12,296.13,297.09,292.41,294.35,"32,585,200",4101535995,-0.006849315068493067
684,2015-03-13,294.12,294.5,285.34,285.34,"31,421,500",3976948638,-0.030609818243587772
685,2015-03-14,284.44,286.34,280.98,281.89,"22,612,300",3929758785,-0.012090838999088804
686,2015-03-15,281.42,286.53,281.0,286.39,"11,970,100",3993628668,0.015963673773457643
687,2015-03-16,285.68,294.11,285.68,290.59,"21,516,100",4053198429,0.014665316526415006
688,2015-03-17,290.6,292.36,284.37,285.51,"21,497,200",3983144494,-0.01748167521249866
689,2015-03-18,285.07,285.34,249.87,256.3,"57,008,000",3576671767,-0.10230815032748408
690,2015-03-19,255.88,264.24,248.64,260.93,"52,732,000",3642156965,0.018064767850175523
691,2015-03-20,260.96,264.85,259.16,261.75,"18,456,700",3654506819,0.0031426052964396156
692,2015-03-21,261.64,262.2,255.65,260.02,"17,130,100",3631424642,-0.006609360076408888
693,2015-03-22,259.92,269.75,259.59,267.96,"18,438,100",3743193531,0.03053611260672251
694,2015-03-23,267.89,277.3,261.74,266.74,"22,811,900",3727111341,-0.004552918346021673
695,2015-03-24,266.58,267.0,244.15,245.6,"40,073,700",3432718154,-0.07925320536852376
696,2015-03-25,247.47,249.19,236.51,246.2,"35,866,900",3442129496,0.0024429967426709
697,2015-03-26,246.28,254.35,244.9,248.53,"25,730,000",3475701380,0.009463850528026008
698,2015-03-27,248.57,256.81,245.21,247.03,"17,274,900",3455731911,-0.006035488673399536
699,2015-03-28,246.98,254.21,246.98,252.8,"16,040,900",3537377134,0.02335748694490558
700,2015-03-29,252.74,253.14,240.85,242.71,"21,699,400",3397187115,-0.03991297468354427
701,2015-03-30,242.88,249.24,239.21,247.53,"23,009,600",3465419693,0.019859091096370074
702,2015-03-31,247.45,248.73,242.74,244.22,"22,672,000",3420112896,-0.013372116511130017
703,2015-04-01,244.22,247.54,241.16,247.27,"22,877,200",3463619267,0.012488739660961423
704,2015-04-02,247.09,254.46,245.42,253.01,"26,272,600",3544973232,0.02321349132527195
705,2015-04-03,253.07,256.04,251.88,254.32,"23,146,600",3564354620,0.0051776609620173275
706,2015-04-04,254.29,255.26,251.1,253.7,"12,493,500",3556559216,-0.0024378735451400235
707,2015-04-05,253.76,260.67,251.94,260.6,"19,649,200",3654268030,0.02719747733543576
708,2015-04-06,260.72,261.8,254.57,255.49,"20,034,200",3583466919,-0.01960859554873373
709,2015-04-07,255.27,255.8,252.21,253.18,"18,467,400",3552014128,-0.009041449763200093
710,2015-04-08,253.06,253.85,244.21,245.02,"30,086,400",3438326345,-0.032230033967927896
711,2015-04-09,244.75,246.12,239.4,243.68,"21,643,500",3420248520,-0.0054689413109133556
712,2015-04-10,243.69,243.69,232.77,236.07,"28,882,000",3314409567,-0.031229481286933702
713,2015-04-11,236.02,239.54,234.18,236.55,"16,365,200",3321976615,0.002033295209048269
714,2015-04-12,236.54,237.73,233.49,236.15,"12,387,900",3317129018,-0.001690974424011893
715,2015-04-13,235.95,236.93,222.0,224.59,"31,181,800",3155548414,-0.04895193732796954
716,2015-04-14,224.76,224.98,216.32,219.16,"31,719,000",3080098939,-0.024177389910503666
717,2015-04-15,219.07,223.83,218.65,223.83,"22,562,000",3146465248,0.02130863296221941
718,2015-04-16,223.92,229.67,223.92,228.57,"24,805,400",3213884952,0.021176785953625377
719,2015-04-17,228.57,228.91,221.94,222.88,"20,429,800",3134573444,-0.02489390558690996
720,2015-04-18,222.85,224.32,220.88,223.36,"12,939,000",3142049362,0.002153625269203152
721,2015-04-19,223.46,226.35,222.37,222.6,"15,021,500",3132226860,-0.003402578796561695
722,2015-04-20,222.61,226.35,221.98,224.63,"18,364,700",3161599719,0.009119496855345854
723,2015-04-21,224.62,235.27,224.3,235.27,"24,978,000",3312299315,0.04736678092863822
724,2015-04-22,235.6,237.91,233.48,234.18,"23,847,900",3297795229,-0.0046329748799252
725,2015-04-23,234.05,236.48,233.2,236.46,"17,036,000",3330762351,0.0097361004355625
726,2015-04-24,235.97,236.3,229.93,231.27,"21,448,700",3258311725,-0.021948743973610796
727,2015-04-25,231.24,232.56,226.34,226.39,"13,957,200",3190508610,-0.021100877761923376
728,2015-04-26,226.41,226.94,214.87,219.43,"28,943,700",3093216938,-0.030743407394319466
729,2015-04-27,219.43,233.3,218.02,229.29,"38,574,000",3232938332,0.044934603290343045
730,2015-04-28,228.97,229.49,223.07,225.85,"21,469,200",3185425042,-0.015002834837978152
731,2015-04-29,225.59,227.04,223.43,225.81,"18,936,500",3185479101,-0.00017710870046483418
732,2015-04-30,225.69,239.56,224.99,236.15,"33,818,600",3332094504,0.04579070900314419
733,2015-05-01,235.94,238.97,232.08,232.08,"18,815,300",3275574610,-0.01723480838450131
734,2015-05-02,232.34,235.73,232.34,234.93,"12,535,500",3316683008,0.012280248190279286
735,2015-05-03,234.88,243.24,234.08,240.36,"18,494,100",3394161416,0.0231132677818926
736,2015-05-04,240.36,242.64,237.81,239.02,"21,223,400",3375997790,-0.00557497087701786
737,2015-05-05,238.85,239.2,232.05,236.12,"23,929,100",3335976518,-0.012132875909965701
738,2015-05-06,236.25,236.45,229.23,229.78,"29,587,200",3247353903,-0.02685075385397262
739,2015-05-07,229.66,239.1,228.57,237.33,"29,064,400",3354923757,0.03285751588475949
740,2015-05-08,237.2,246.27,236.27,243.86,"27,445,500",3448119178,0.027514431382463345
741,2015-05-09,243.77,247.8,239.64,241.83,"19,790,500",3420193701,-0.00832444845403102
742,2015-05-10,241.73,244.07,238.85,240.3,"15,019,100",3399245238,-0.006326758466691507
743,2015-05-11,240.3,244.27,239.38,242.16,"20,892,300",3426529646,0.007740324594257109
744,2015-05-12,242.15,242.88,240.1,241.11,"19,282,600",3412644998,-0.004335976214073223
745,2015-05-13,241.4,243.7,235.04,236.38,"27,180,100",3346584200,-0.01961760192443296
746,2015-05-14,236.21,237.8,234.06,236.93,"24,413,700",3355311496,0.002326761993400428
747,2015-05-15,236.96,238.75,236.79,237.6,"16,329,400",3365752047,0.00282783944624998
748,2015-05-16,237.64,237.7,235.29,236.15,"11,089,700",3345969203,-0.006102693602693554
749,2015-05-17,236.01,238.02,236.01,236.8,"11,134,300",3356176986,0.002752487825534722
750,2015-05-18,236.89,237.21,232.46,233.13,"16,780,300",3304944920,-0.015498310810810878
751,2015-05-19,233.04,234.15,231.82,231.95,"14,241,900",3288950473,-0.005061553639600258
752,2015-05-20,231.89,234.68,231.84,234.02,"15,499,400",3319170901,0.008924337141625438
753,2015-05-21,234.02,236.24,233.84,235.34,"15,108,900",3338890048,0.005640543543286913
754,2015-05-22,235.32,240.97,235.06,240.35,"27,003,000",3410712372,0.021288348771989485
755,2015-05-23,240.29,241.02,238.69,238.87,"14,605,000",3390435704,-0.006157686706885768
756,2015-05-24,238.98,241.98,238.81,240.95,"11,508,000",3420845884,0.008707665257252861
757,2015-05-25,240.93,241.02,236.64,237.11,"14,423,900",3367127977,-0.015936916372691345
758,2015-05-26,237.1,238.24,235.69,237.12,"16,425,000",3368066799,4.217451815602402e-05
759,2015-05-27,237.07,238.64,236.7,237.28,"18,837,000",3371257543,0.0006747638326585204
760,2015-05-28,237.26,237.82,236.65,237.41,"13,829,600",3373816958,0.0005478759271746458
761,2015-05-29,237.38,237.52,235.73,237.1,"14,805,000",3370295930,-0.0013057579714418344
762,2015-05-30,237.09,237.09,232.05,233.35,"14,098,600",3317769214,-0.015816111345423822
763,2015-05-31,233.13,233.25,229.54,230.19,"14,730,800",3273756425,-0.013541889865009593
764,2015-06-01,230.23,231.71,221.3,222.93,"26,090,500",3171172508,-0.03153916329988271
765,2015-06-02,222.89,226.42,222.42,225.8,"20,459,000",3212962177,0.012873996321715264
766,2015-06-03,225.74,227.4,223.93,225.87,"17,752,400",3214774292,0.0003100088573959603
767,2015-06-04,225.77,226.58,224.05,224.32,"14,728,100",3193504505,-0.006862354451675823
768,2015-06-05,224.15,225.97,223.18,224.95,"18,056,500",3203220875,0.002808487874464971
769,2015-06-06,225.01,225.72,224.38,225.62,"11,131,500",3213722676,0.002978439653256393
770,2015-06-07,225.6,226.19,222.65,222.88,"13,318,400",3175547196,-0.012144313447389421
771,2015-06-08,222.88,229.46,222.84,228.49,"23,378,400",3256350969,0.025170495333811882
772,2015-06-09,228.54,230.95,227.93,229.05,"28,353,100",3265176585,0.00245087312355019
773,2015-06-10,228.99,229.78,228.01,228.8,"15,904,800",3262644979,-0.001091464745688664
774,2015-06-11,228.85,230.29,228.77,229.71,"14,416,000",3276293900,0.003977272727272663
775,2015-06-12,229.71,231.06,229.31,229.98,"14,017,700",3281061201,0.001175395063340634
776,2015-06-13,229.92,232.65,229.21,232.4,"13,305,300",3316504361,0.010522654143838572
777,2015-06-14,232.44,234.86,232.0,233.54,"12,165,900",3333657006,0.004905335628227148
778,2015-06-15,233.42,237.84,233.42,236.82,"19,912,100",3381329191,0.014044703262824365
779,2015-06-16,236.76,251.74,236.12,250.9,"41,612,000",3582987588,0.05945443796976613
780,2015-06-17,250.82,256.85,246.48,249.28,"43,858,400",3560953387,-0.006456755679553616
781,2015-06-18,249.43,252.11,244.13,249.01,"30,980,200",3557986321,-0.0010831193838254372
782,2015-06-19,249.04,250.98,243.79,244.61,"23,965,300",3495994564,-0.017669973093449975
783,2015-06-20,244.53,245.83,240.63,245.21,"20,608,100",3505477188,0.002452884182985171
784,2015-06-21,245.1,245.22,241.88,243.94,"10,600,900",3488106467,-0.005179234125851306
785,2015-06-22,243.97,247.92,243.78,246.99,"17,692,500",3532599174,0.012503074526522884
786,2015-06-23,246.93,247.3,243.13,244.3,"15,108,700",3494929113,-0.010891129195513938
787,2015-06-24,244.28,244.34,240.51,240.51,"17,344,900",3441763637,-0.015513712648383193
788,2015-06-25,240.37,243.33,240.37,242.8,"16,133,100",3475370256,0.00952143362022384
789,2015-06-26,242.6,243.75,241.55,243.59,"13,983,500",3487699724,0.0032537067545304055
790,2015-06-27,243.55,251.34,243.12,250.99,"20,488,600",3594402691,0.030378915390615324
791,2015-06-28,250.96,251.17,247.43,249.01,"15,137,600",3566939394,-0.007888760508386827
792,2015-06-29,248.72,257.17,248.58,257.06,"34,742,900",3683193712,0.0323280189550621
793,2015-06-30,257.04,267.87,255.95,263.07,"44,533,800",3770229522,0.02337975569905848
794,2015-07-01,263.35,265.17,255.77,258.62,"27,029,800",3707306173,-0.01691564982704219
795,2015-07-02,258.55,261.63,254.12,255.41,"21,551,900",3662295200,-0.012412033098754938
796,2015-07-03,255.46,257.08,253.51,256.34,"19,033,800",3676575981,0.003641204338122872
797,2015-07-04,256.49,261.46,254.2,260.89,"15,620,400",3742827088,0.017749863462588777
798,2015-07-05,260.8,274.51,258.7,271.91,"44,156,100",3901985539,0.042240024531411846
799,2015-07-06,271.11,277.42,267.6,269.03,"49,154,800",3861831490,-0.010591739913942355
800,2015-07-07,269.96,271.34,264.83,266.21,"28,857,600",3822200106,-0.0104821023677657
801,2015-07-08,265.98,272.97,264.39,270.79,"36,980,200",3889020940,0.017204462642275153
802,2015-07-09,270.83,272.33,267.09,269.23,"40,301,200",3867547719,-0.005760921747479553
803,2015-07-10,269.16,294.59,268.8,284.89,"100,390,000",4093705987,0.058165880473944
804,2015-07-11,284.88,298.51,283.53,293.11,"41,109,900",4212919911,0.028853241602021962
805,2015-07-12,293.14,314.39,292.51,310.87,"56,405,000",4469117252,0.060591586776295614
806,2015-07-13,310.83,310.95,281.01,292.05,"62,053,900",4199736520,-0.06053977546884548
807,2015-07-14,292.03,296.15,286.64,287.46,"28,727,200",4134767190,-0.015716486902927707
808,2015-07-15,288.05,293.25,285.37,285.83,"27,486,600",4112343300,-0.005670354136227629
809,2015-07-16,286.04,291.18,275.24,278.09,"49,482,600",4001916229,-0.027079032991638385
810,2015-07-17,278.09,280.28,272.04,279.47,"27,591,400",4022845730,0.004962422237405395
811,2015-07-18,279.33,282.53,274.08,274.9,"25,187,100",3958065833,-0.016352381293162188
812,2015-07-19,274.77,275.67,272.51,273.61,"15,332,500",3940581988,-0.004692615496544095
813,2015-07-20,273.5,278.98,272.96,278.98,"22,711,400",4018965413,0.019626475640510233
814,2015-07-21,278.88,280.55,275.42,275.83,"22,930,700",3974491489,-0.011291131980787239
815,2015-07-22,275.66,277.67,274.38,277.22,"19,389,800",3995572964,0.005039335822789592
816,2015-07-23,277.34,278.11,275.72,276.05,"18,531,300",3979625902,-0.004220474713224176
817,2015-07-24,276.01,289.25,275.25,288.28,"37,199,400",4157148934,0.044303568194167475
818,2015-07-25,288.16,290.73,286.0,288.7,"20,662,200",4164295442,0.0014569168863605153
819,2015-07-26,288.64,293.05,287.71,292.69,"16,032,300",4222888242,0.013820574991340484
820,2015-07-27,292.64,297.77,287.45,293.62,"30,592,000",4237522843,0.0031774232122723234
821,2015-07-28,293.63,296.65,293.42,294.43,"25,453,600",4250112630,0.0027586676656903286
822,2015-07-29,294.48,294.54,288.78,289.59,"24,672,600",4181390010,-0.016438542268111367
823,2015-07-30,289.1,290.13,286.57,287.72,"21,635,800",4155381827,-0.006457405297144003
824,2015-07-31,287.7,288.96,282.34,284.65,"23,629,100",4112089481,-0.010670095926595513
825,2015-08-01,284.69,284.93,278.11,281.6,"18,995,000",4069120370,-0.010714913051115271
826,2015-08-02,280.45,283.03,277.53,282.61,"17,722,200",4084832103,0.003586647727272796
827,2015-08-03,282.81,285.47,280.23,281.23,"21,474,100",4065895598,-0.004883054385902863
828,2015-08-04,281.23,285.71,281.23,285.22,"21,908,700",4124558889,0.014187675568040348
829,2015-08-05,284.85,285.5,281.49,281.88,"20,128,000",4077254001,-0.01171025874763354
830,2015-08-06,281.91,281.91,278.4,278.58,"18,792,100",4030445072,-0.01170710940825892
831,2015-08-07,278.74,280.39,276.37,279.58,"42,484,800",4045993359,0.0035896331394931202
832,2015-08-08,279.74,279.93,260.71,261.0,"58,533,000",3778049024,-0.06645682809929176
833,2015-08-09,261.12,267.0,260.47,265.08,"23,789,600",3838130130,0.015632183908045993
834,2015-08-10,265.48,267.03,262.6,264.47,"20,979,400",3830352069,-0.002301192092952875
835,2015-08-11,264.34,270.39,264.09,270.39,"25,433,900",3917142819,0.022384391424357997
836,2015-08-12,270.6,270.67,265.47,266.38,"26,815,400",3859888131,-0.014830430119457061
837,2015-08-13,266.18,266.23,262.84,264.08,"27,685,500",3827588724,-0.008634281852991976
838,2015-08-14,264.13,267.47,261.48,265.68,"27,091,200",3851715726,0.006058770069675923
839,2015-08-15,265.53,266.67,261.3,261.55,"19,321,100",3792757590,-0.015545016561276714
840,2015-08-16,261.87,262.44,257.04,258.51,"29,717,000",3749501856,-0.011623016631619243
841,2015-08-17,258.49,260.51,257.12,257.98,"21,617,900",3742748055,-0.0020502108235657124
842,2015-08-18,257.93,257.99,211.08,211.08,"42,147,200",3063104570,-0.18179703853011864
843,2015-08-19,225.67,237.41,222.77,226.68,"60,869,200",3290448603,0.07390562819783963
844,2015-08-20,226.9,237.37,226.9,235.35,"32,275,000",3417123139,0.03824775013234505
845,2015-08-21,235.35,236.43,231.72,232.57,"23,173,800",3377704243,-0.011812194603781578
846,2015-08-22,232.66,234.96,222.7,230.39,"23,205,900",3346961926,-0.009373521950380548
847,2015-08-23,230.38,232.71,225.58,228.17,"18,406,600",3315466697,-0.009635834888667039
848,2015-08-24,228.11,228.14,210.44,210.49,"59,220,700",3059460627,-0.07748608493666997
849,2015-08-25,210.07,226.32,199.57,221.61,"61,089,200",3221751642,0.05282911302199622
850,2015-08-26,222.08,231.18,220.2,225.83,"31,808,000",3284040048,0.019042461982762493
851,2015-08-27,226.05,228.64,223.68,224.77,"21,905,400",3269360632,-0.004693796218394386
852,2015-08-28,224.7,235.22,220.93,231.4,"31,336,600",3366649823,0.029496818970503158
853,2015-08-29,231.55,233.22,227.33,229.78,"17,142,500",3344063019,-0.007000864304235077
854,2015-08-30,229.9,232.07,226.25,228.76,"19,412,600",3330085315,-0.004439028636086695
855,2015-08-31,229.11,231.96,225.91,230.06,"20,710,700",3349845416,0.005682811680363775
856,2015-09-01,230.26,231.22,226.86,228.12,"20,575,200",3322548147,-0.008432582804485778
857,2015-09-02,228.03,230.58,226.48,229.28,"18,760,400",3340404203,0.005085042959845687
858,2015-09-03,229.32,229.6,226.67,227.18,"17,482,000",3310618588,-0.00915910676901599
859,2015-09-04,227.21,230.9,227.05,230.3,"20,962,400",3356910010,0.0137336033101505
860,2015-09-05,230.2,236.14,229.44,235.02,"20,671,400",3426594646,0.020495006513243652
861,2015-09-06,234.87,242.91,234.68,239.84,"25,473,700",3497748612,0.020508892860181982
862,2015-09-07,239.93,242.11,238.72,239.85,"21,192,200",3498762116,4.169446297530577e-05
863,2015-09-08,239.85,245.78,239.68,243.61,"26,879,200",3554439286,0.015676464456952255
864,2015-09-09,243.41,244.42,237.82,238.17,"23,635,700",3475960739,-0.022330774598743997
865,2015-09-10,238.34,241.29,235.79,238.48,"21,215,500",3481466104,0.0013015913003318058
866,2015-09-11,238.33,241.17,238.33,240.11,"19,224,700",3506204486,0.0068349547131836275
867,2015-09-12,239.85,240.12,234.75,235.23,"17,962,600",3435801820,-0.02032401815834417
868,2015-09-13,235.24,235.93,229.33,230.51,"18,478,800",3367774557,-0.020065467839986417
869,2015-09-14,230.61,232.44,227.96,230.64,"20,997,800",3370579521,0.0005639668561017164
870,2015-09-15,230.49,259.18,229.82,230.3,"19,177,800",3366532054,-0.001474158862296071
871,2015-09-16,230.25,231.21,227.4,229.09,"20,144,200",3349613966,-0.0052540165002171735
872,2015-09-17,229.08,230.29,228.93,229.81,"18,935,400",3360247349,0.003142869614561894
873,2015-09-18,233.52,234.35,232.18,232.98,"20,242,200",3408098085,0.013794003742221728
874,2015-09-19,232.86,233.21,231.09,231.49,"12,712,600",3387141915,-0.006395398746673497
875,2015-09-20,231.4,232.37,230.91,231.21,"14,444,700",3383764499,-0.001209555488357994
876,2015-09-21,231.22,231.22,226.52,227.09,"19,678,800",3324121324,-0.01781929847324948
877,2015-09-22,226.97,232.39,225.12,230.62,"25,009,300",3376737583,0.01554449777621203
878,2015-09-23,230.94,231.84,229.59,230.28,"17,254,100",3372747846,-0.0014742867054028386
879,2015-09-24,230.36,235.65,230.29,234.53,"25,097,800",3435744312,0.01845579294771582
880,2015-09-25,234.36,237.43,233.68,235.14,"22,363,600",3445723754,0.002600946573998897
881,2015-09-26,235.08,235.4,233.36,234.34,"13,724,100",3434809258,-0.003402228459640999
882,2015-09-27,234.14,234.53,232.48,232.76,"14,179,900",3412467834,-0.006742340189468399
883,2015-09-28,232.84,239.34,232.47,239.14,"24,713,000",3506933730,0.027410207939508435
884,2015-09-29,239.02,239.8,235.93,236.69,"22,691,300",3471967520,-0.010245044743664722
885,2015-09-30,236.64,237.73,235.63,236.06,"19,743,500",3463625759,-0.002661709408931512
886,2015-10-01,236.0,238.45,235.62,237.55,"20,488,800",3486370082,0.006311954587816748
887,2015-10-02,237.26,238.54,236.6,237.29,"19,677,900",3483431578,-0.0010945064197012133
888,2015-10-03,237.2,239.32,236.94,238.73,"16,482,700",3505385987,0.006068523747313481
889,2015-10-04,238.53,238.97,237.94,238.26,"12,999,000",3499387367,-0.001968751309010197
890,2015-10-05,238.15,240.38,237.04,240.38,"23,335,900",3531508720,0.008897842692856539
891,2015-10-06,240.36,246.93,240.14,246.06,"27,535,100",3615828118,0.02362925368167068
892,2015-10-07,246.17,246.68,242.59,242.97,"22,999,200",3571170510,-0.012557912704218466
893,2015-10-08,243.07,244.25,242.18,242.3,"18,515,300",3562238314,-0.0027575420833847453
894,2015-10-09,242.5,244.23,242.12,243.93,"17,353,100",3586932176,0.006727197688815467
895,2015-10-10,243.74,245.32,243.07,244.94,"15,912,700",3602763687,0.0041405321198704215
896,2015-10-11,244.74,247.24,244.15,247.05,"16,827,300",3634686068,0.008614354535804836
897,2015-10-12,246.88,247.45,245.18,245.31,"17,388,300",3609927997,-0.007043108682452948
898,2015-10-13,245.2,250.24,243.76,249.51,"28,198,500",3672589342,0.01712119359178188
899,2015-10-14,249.49,254.27,248.9,251.99,"27,462,600",3710065546,0.009939481383511861
900,2015-10-15,252.11,255.96,252.05,254.32,"25,223,500",3745440578,0.009246398666613587
901,2015-10-16,254.3,266.14,253.93,262.87,"35,901,500",3872283809,0.0336190625983015
902,2015-10-17,262.75,273.58,262.37,270.64,"43,199,600",3987684186,0.02955833682048148
903,2015-10-18,270.91,271.67,260.78,261.64,"22,434,300",3856061829,-0.0332545078332841
904,2015-10-19,261.86,264.82,260.95,263.44,"25,258,800",3883581668,0.006879682005809462
905,2015-10-20,263.57,270.83,263.23,269.46,"30,889,800",3973292564,0.022851503188581868
906,2015-10-21,269.31,270.77,263.84,266.27,"25,637,300",3927192474,-0.011838491798411677
907,2015-10-22,266.5,276.51,266.14,274.02,"37,808,600",4042524308,0.029105794869868973
908,2015-10-23,273.65,278.68,273.54,276.5,"29,442,500",4080023363,0.009050434274870511
909,2015-10-24,276.5,281.71,276.5,281.65,"25,942,400",4157184875,0.01862567811934901
910,2015-10-25,281.45,294.06,281.45,283.68,"45,717,100",4188180600,0.0072075270726079665
911,2015-10-26,283.63,285.3,280.51,285.3,"32,108,800",4213260473,0.005710659898477077
912,2015-10-27,285.18,296.21,285.01,293.79,"46,331,800",4339689442,0.029758149316508886
913,2015-10-28,293.7,306.33,293.7,304.62,"50,808,100",4500730950,0.03686306545491669
914,2015-10-29,304.32,318.17,301.82,313.86,"64,495,900",4638392428,0.03033287374433713
915,2015-10-30,313.94,334.17,313.94,328.02,"78,305,000",4849062146,0.04511565666220596
916,2015-10-31,328.51,332.78,309.25,314.17,"48,598,100",4645486246,-0.04222303518078152
917,2015-11-01,315.01,327.47,311.88,325.43,"37,001,100",4813287206,0.03584046853614287
918,2015-11-02,325.94,365.36,323.21,361.19,"101,918,000",5343556482,0.10988538241710955
919,2015-11-03,361.87,417.9,357.65,403.42,"206,162,000",5969855535,0.11691907306403837
920,2015-11-04,403.66,495.56,380.55,411.56,"263,900,000",6092006971,0.020177482524416313
921,2015-11-05,408.08,447.56,374.58,386.35,"151,824,992",5720251077,-0.06125473806978321
922,2015-11-06,388.05,395.84,354.02,374.47,"122,687,000",5545657295,-0.030749320564255167
923,2015-11-07,374.27,390.59,372.43,386.48,"56,625,100",5725035162,0.032071995086388805
924,2015-11-08,384.28,389.89,368.7,373.37,"51,817,600",5532072311,-0.03392154833367833
925,2015-11-09,374.32,385.28,362.89,380.26,"68,224,400",5635560843,0.01845354474114136
926,2015-11-10,379.98,381.39,329.11,336.82,"95,797,904",4993021697,-0.1142376268868669
927,2015-11-11,339.82,340.58,301.0,311.08,"107,070,000",4612831323,-0.07642064010450689
928,2015-11-12,314.08,345.08,313.36,338.15,"78,477,800",5015563456,0.087019416227337
929,2015-11-13,338.5,340.91,326.08,336.75,"52,003,000",4996160115,-0.004140174478781566
930,2015-11-14,336.62,338.18,329.97,332.91,"38,612,000",4940266781,-0.011403118040088978
931,2015-11-15,333.05,334.66,317.49,320.17,"44,213,100",4752464063,-0.03826860112342678
932,2015-11-16,319.73,331.63,315.9,330.75,"47,980,100",4911040461,0.03304494487303611
933,2015-11-17,330.36,338.35,329.61,335.09,"51,001,600",4976765824,0.01312169312169309
934,2015-11-18,334.59,336.53,330.64,334.59,"43,783,800",4970560298,-0.0014921364409561377
935,2015-11-19,334.68,335.33,325.27,326.15,"45,011,100",4846272452,-0.025224902119011294
936,2015-11-20,326.41,326.47,312.22,322.02,"53,152,900",4786301542,-0.012662885175532712
937,2015-11-21,322.09,328.16,319.6,326.93,"28,200,500",4860628038,0.015247500155269877
938,2015-11-22,326.98,327.01,321.26,324.54,"23,439,400",4826466938,-0.007310433426115592
939,2015-11-23,324.35,325.12,321.29,323.05,"27,478,900",4805632296,-0.004591113576138617
940,2015-11-24,323.01,323.06,318.12,320.05,"29,362,600",4762244474,-0.009286488159727546
941,2015-11-25,320.05,329.13,316.77,328.21,"41,666,900",4884886822,0.02549601624746134
942,2015-11-26,328.3,366.76,328.23,352.68,"106,105,000",5250750575,0.07455592456049498
943,2015-11-27,351.86,363.59,347.87,358.04,"55,179,100",5331719786,0.015197913122377171
944,2015-11-28,357.14,359.54,352.17,357.38,"36,816,600",5323252537,-0.00184336945592678
945,2015-11-29,357.47,371.94,355.67,371.29,"40,409,300",5531872177,0.038922155688622784
946,2015-11-30,371.44,382.36,370.38,377.32,"71,701,600",5623195997,0.016240674405451294
947,2015-12-01,377.41,378.93,356.56,362.49,"60,452,200",5403653927,-0.03930350895791368
948,2015-12-02,361.85,362.23,349.46,359.19,"54,160,500",5355891235,-0.009103699412397637
949,2015-12-03,359.33,370.27,357.41,361.05,"50,714,900",5384892776,0.005178317881900929
950,2015-12-04,361.26,363.52,355.76,363.18,"35,784,100",5418154665,0.005899459908599969
951,2015-12-05,363.72,389.79,363.23,388.95,"66,282,200",5804247032,0.07095655047084093
952,2015-12-06,389.55,402.81,387.09,388.78,"77,762,000",5803305524,-0.0004370741740583606
953,2015-12-07,389.98,399.97,385.41,395.54,"63,455,800",5905560136,0.01738772570605507
954,2015-12-08,395.75,415.56,389.95,415.56,"57,801,400",6206381460,0.05061435000252823
955,2015-12-09,414.44,423.12,406.29,417.56,"90,917,200",6238015413,0.004812782750986511
956,2015-12-10,417.99,419.51,411.55,415.48,"52,138,900",6209105142,-0.004981320049813109
957,2015-12-11,415.28,451.94,415.28,451.94,"110,944,000",6755795193,0.08775392317319719
958,2015-12-12,452.33,469.1,410.74,435.0,"131,969,000",6504325267,-0.03748285170597865
959,2015-12-13,431.66,441.68,426.27,433.76,"55,050,600",6487293999,-0.0028505747126437164
960,2015-12-14,433.27,447.14,430.46,444.18,"130,496,000",6645395797,0.024022500922169066
961,2015-12-15,443.88,465.32,443.88,465.32,"83,121,104",6963784692,0.047593318024224285
962,2015-12-16,465.21,465.21,443.85,454.93,"107,944,000",6810202753,-0.02232872002063091
963,2015-12-17,454.78,457.86,448.86,456.08,"47,978,400",6829095335,0.002527861429230782
964,2015-12-18,455.85,465.18,454.94,463.62,"60,220,100",6943912954,0.016532187335555282
965,2015-12-19,463.55,465.58,456.77,462.32,"47,892,700",6926346391,-0.002804020534058038
966,2015-12-20,462.23,462.64,434.34,442.68,"75,409,400",6633988873,-0.042481398165772566
967,2015-12-21,442.84,444.73,427.31,438.64,"77,639,696",6574990256,-0.009126231137616347
